date,value,reporter,partner
2022-01-01,3604481490750,China,"All Countries, excluding the IO"
2018-01-01,2710622777,"Moldova, Republic of","All Countries, excluding the IO"
2019-01-01,2779255973,"Moldova, Republic of","All Countries, excluding the IO"
2020-01-01,2484791709,"Moldova, Republic of","All Countries, excluding the IO"
2021-01-01,3142979849,"Moldova, Republic of","All Countries, excluding the IO"
2022-01-01,4332145453,"Moldova, Republic of","All Countries, excluding the IO"
2018-01-01,808809557,Nepal,"All Countries, excluding the IO"
2019-01-01,993249386,Nepal,"All Countries, excluding the IO"
2020-01-01,885982726,Nepal,"All Countries, excluding the IO"
2021-01-01,1724340397,Nepal,"All Countries, excluding the IO"
2022-01-01,1364919153,Nepal,"All Countries, excluding the IO"
2018-01-01,6109722000,Papua New Guinea,"All Countries, excluding the IO"
2019-01-01,11292050763,Papua New Guinea,"All Countries, excluding the IO"
2020-01-01,10016432143,Papua New Guinea,"All Countries, excluding the IO"
2021-01-01,11490537178,Papua New Guinea,"All Countries, excluding the IO"
2022-01-01,16430987410.999998,Papua New Guinea,"All Countries, excluding the IO"
2018-01-01,67457049230.00001,Nigeria,"All Countries, excluding the IO"
2019-01-01,63572240494,Nigeria,"All Countries, excluding the IO"
2020-01-01,41509802098,Nigeria,"All Countries, excluding the IO"
2021-01-01,57439312855,Nigeria,"All Countries, excluding the IO"
2022-01-01,65947952470,Nigeria,"All Countries, excluding the IO"
2018-01-01,3099404234,Albania,"All Countries, excluding the IO"
2019-01-01,2985007867,Albania,"All Countries, excluding the IO"
2020-01-01,2716277582,Albania,"All Countries, excluding the IO"
2021-01-01,3681100753,Albania,"All Countries, excluding the IO"
2022-01-01,4310142456,Albania,"All Countries, excluding the IO"
2018-01-01,6881139204,"North Macedonia, Republic of","All Countries, excluding the IO"
2019-01-01,7172029585,"North Macedonia, Republic of","All Countries, excluding the IO"
2020-01-01,6633236159,"North Macedonia, Republic of","All Countries, excluding the IO"
2021-01-01,8188220682,"North Macedonia, Republic of","All Countries, excluding the IO"
2022-01-01,8729356237,"North Macedonia, Republic of","All Countries, excluding the IO"
2018-01-01,2068219748.9999998,Mauritania,"All Countries, excluding the IO"
2019-01-01,2284286788,Mauritania,"All Countries, excluding the IO"
2020-01-01,2850016688,Mauritania,"All Countries, excluding the IO"
2021-01-01,3294370243,Mauritania,"All Countries, excluding the IO"
2022-01-01,3340190387,Mauritania,"All Countries, excluding the IO"
2018-01-01,7182125338,Bosnia and Herzegovina,"All Countries, excluding the IO"
2019-01-01,6578260731,Bosnia and Herzegovina,"All Countries, excluding the IO"
2020-01-01,6152491089,Bosnia and Herzegovina,"All Countries, excluding the IO"
2021-01-01,8614079101,Bosnia and Herzegovina,"All Countries, excluding the IO"
2022-01-01,9678192326,Bosnia and Herzegovina,"All Countries, excluding the IO"
2018-01-01,14800703,Gambia,"All Countries, excluding the IO"
2019-01-01,26928793,Gambia,"All Countries, excluding the IO"
2020-01-01,29032522,Gambia,"All Countries, excluding the IO"
2021-01-01,29557351,Gambia,"All Countries, excluding the IO"
2022-01-01,37447679,Gambia,"All Countries, excluding the IO"
2018-01-01,9014703217,Bolivia,"All Countries, excluding the IO"
2019-01-01,8804872212,Bolivia,"All Countries, excluding the IO"
2020-01-01,6974746128,Bolivia,"All Countries, excluding the IO"
2021-01-01,10985584941,Bolivia,"All Countries, excluding the IO"
2022-01-01,13603746248,Bolivia,"All Countries, excluding the IO"
2018-01-01,167671547,Burundi,"All Countries, excluding the IO"
2019-01-01,173162868,Burundi,"All Countries, excluding the IO"
2020-01-01,153962615,Burundi,"All Countries, excluding the IO"
2021-01-01,149559997,Burundi,"All Countries, excluding the IO"
2022-01-01,190851510,Burundi,"All Countries, excluding the IO"
2018-01-01,486595306357,United Kingdom,"All Countries, excluding the IO"
2019-01-01,469922601271,United Kingdom,"All Countries, excluding the IO"
2020-01-01,395388758408,United Kingdom,"All Countries, excluding the IO"
2021-01-01,459609361804,United Kingdom,"All Countries, excluding the IO"
2022-01-01,529129755812,United Kingdom,"All Countries, excluding the IO"
2018-01-01,42869847169.6878,Oman,"All Countries, excluding the IO"
2019-01-01,12326473334,Oman,"All Countries, excluding the IO"
2020-01-01,15298590438,Oman,"All Countries, excluding the IO"
2021-01-01,18460488068,Oman,"All Countries, excluding the IO"
2022-01-01,22312435805,Oman,"All Countries, excluding the IO"
2018-01-01,1564633366,Niger,"All Countries, excluding the IO"
2019-01-01,665978053,Niger,"All Countries, excluding the IO"
2020-01-01,629512102,Niger,"All Countries, excluding the IO"
2021-01-01,719387447,Niger,"All Countries, excluding the IO"
2022-01-01,550681602,Niger,"All Countries, excluding the IO"
2018-01-01,764615213,Seychelles,"All Countries, excluding the IO"
2019-01-01,710951716,Seychelles,"All Countries, excluding the IO"
2020-01-01,834433931,Seychelles,"All Countries, excluding the IO"
2021-01-01,1066056360.9999999,Seychelles,"All Countries, excluding the IO"
2022-01-01,910258761,Seychelles,"All Countries, excluding the IO"
2018-01-01,1449725530,Guyana,"All Countries, excluding the IO"
2019-01-01,1475622153,Guyana,"All Countries, excluding the IO"
2020-01-01,2752307137,Guyana,"All Countries, excluding the IO"
2021-01-01,4256698200,Guyana,"All Countries, excluding the IO"
2022-01-01,8120828537,Guyana,"All Countries, excluding the IO"
2018-01-01,941260287,Bahamas,"All Countries, excluding the IO"
2019-01-01,545022429,Bahamas,"All Countries, excluding the IO"
2020-01-01,305535557,Bahamas,"All Countries, excluding the IO"
2021-01-01,563995340,Bahamas,"All Countries, excluding the IO"
2022-01-01,1941773921,Bahamas,"All Countries, excluding the IO"
2018-01-01,549526294619.00006,Italy,"All Countries, excluding the IO"
2019-01-01,537717409511.00006,Italy,"All Countries, excluding the IO"
2020-01-01,499792263505,Italy,"All Countries, excluding the IO"
2021-01-01,615635199901,Italy,"All Countries, excluding the IO"
2022-01-01,646456665919,Italy,"All Countries, excluding the IO"
2018-01-01,846756299,Rwanda,"All Countries, excluding the IO"
2019-01-01,1162325920,Rwanda,"All Countries, excluding the IO"
2020-01-01,1643102991,Rwanda,"All Countries, excluding the IO"
2021-01-01,1196833037,Rwanda,"All Countries, excluding the IO"
2022-01-01,1562504485,Rwanda,"All Countries, excluding the IO"
2018-01-01,17401849116,Croatia,"All Countries, excluding the IO"
2019-01-01,17180534148,Croatia,"All Countries, excluding the IO"
2020-01-01,17192803647,Croatia,"All Countries, excluding the IO"
2021-01-01,21877520351,Croatia,"All Countries, excluding the IO"
2022-01-01,25433110173,Croatia,"All Countries, excluding the IO"
2018-01-01,47182315549,Ukraine,"All Countries, excluding the IO"
2019-01-01,49886456341,Ukraine,"All Countries, excluding the IO"
2020-01-01,49214838255,Ukraine,"All Countries, excluding the IO"
2021-01-01,65826467475,Ukraine,"All Countries, excluding the IO"
2022-01-01,44443200595,Ukraine,"All Countries, excluding the IO"
2018-01-01,1091997345798.6901,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2019-01-01,953325713244,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2020-01-01,701345518264,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2021-01-01,1060027678084,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2022-01-01,1462412096648,"Middle East, North Africa, Afghanistan, and Pakistan","All Countries, excluding the IO"
2018-01-01,39502288462,Greece,"All Countries, excluding the IO"
2019-01-01,37907451484,Greece,"All Countries, excluding the IO"
2020-01-01,35214597416,Greece,"All Countries, excluding the IO"
2021-01-01,47217829177,Greece,"All Countries, excluding the IO"
2022-01-01,57386404074,Greece,"All Countries, excluding the IO"
2018-01-01,32443302606,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2019-01-01,15317772210,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2020-01-01,4862151632,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2021-01-01,2696681066,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2022-01-01,3932668315,"Venezuela, Bolivarian Republic","All Countries, excluding the IO"
2018-01-01,184815146000,Austria,"All Countries, excluding the IO"
2019-01-01,178669694370,Austria,"All Countries, excluding the IO"
2020-01-01,169417168821,Austria,"All Countries, excluding the IO"
2021-01-01,202805953976,Austria,"All Countries, excluding the IO"
2022-01-01,211789472373,Austria,"All Countries, excluding the IO"
2018-01-01,71590206999,"Iran, Islamic Republic of","All Countries, excluding the IO"
2019-01-01,30113175895,"Iran, Islamic Republic of","All Countries, excluding the IO"
2020-01-01,14291743297,"Iran, Islamic Republic of","All Countries, excluding the IO"
2021-01-01,18105920559,"Iran, Islamic Republic of","All Countries, excluding the IO"
2022-01-01,18709478198,"Iran, Islamic Republic of","All Countries, excluding the IO"
2018-01-01,6057900651947,Export earnings: nonfuel,"All Countries, excluding the IO"
2019-01-01,6058369257882,Export earnings: nonfuel,"All Countries, excluding the IO"
2020-01-01,5982954450606,Export earnings: nonfuel,"All Countries, excluding the IO"
2021-01-01,7683885529402,Export earnings: nonfuel,"All Countries, excluding the IO"
2022-01-01,8476003218561.999,Export earnings: nonfuel,"All Countries, excluding the IO"
2018-01-01,55028091,Yemen,"All Countries, excluding the IO"
2019-01-01,37573686,Yemen,"All Countries, excluding the IO"
2020-01-01,38184037,Yemen,"All Countries, excluding the IO"
2021-01-01,128432625,Yemen,"All Countries, excluding the IO"
2022-01-01,96981503,Yemen,"All Countries, excluding the IO"
2018-01-01,2646945361,Syrian Arab Republic,"All Countries, excluding the IO"
2019-01-01,2613318312,Syrian Arab Republic,"All Countries, excluding the IO"
2020-01-01,3590710335,Syrian Arab Republic,"All Countries, excluding the IO"
2021-01-01,3717781751,Syrian Arab Republic,"All Countries, excluding the IO"
2022-01-01,3843456803,Syrian Arab Republic,"All Countries, excluding the IO"
2018-01-01,177168756288,Türkiye,"All Countries, excluding the IO"
2019-01-01,180832721702,Türkiye,"All Countries, excluding the IO"
2020-01-01,169637755310,Türkiye,"All Countries, excluding the IO"
2021-01-01,225214458038,Türkiye,"All Countries, excluding the IO"
2022-01-01,254169747663,Türkiye,"All Countries, excluding the IO"
2018-01-01,17016890703,Estonia,"All Countries, excluding the IO"
2019-01-01,16100944669,Estonia,"All Countries, excluding the IO"
2020-01-01,16339698834,Estonia,"All Countries, excluding the IO"
2021-01-01,21520017962,Estonia,"All Countries, excluding the IO"
2022-01-01,21711715587,Estonia,"All Countries, excluding the IO"
2018-01-01,207495485,Sierra Leone,"All Countries, excluding the IO"
2019-01-01,207989373,Sierra Leone,"All Countries, excluding the IO"
2020-01-01,163618868,Sierra Leone,"All Countries, excluding the IO"
2021-01-01,402924907,Sierra Leone,"All Countries, excluding the IO"
2022-01-01,487687662,Sierra Leone,"All Countries, excluding the IO"
2018-01-01,94325664819,South Africa,"All Countries, excluding the IO"
2019-01-01,89963750696,South Africa,"All Countries, excluding the IO"
2020-01-01,85876283797,South Africa,"All Countries, excluding the IO"
2021-01-01,122354020961,South Africa,"All Countries, excluding the IO"
2022-01-01,123387268724,South Africa,"All Countries, excluding the IO"
2018-01-01,412959258267,Singapore,"All Countries, excluding the IO"
2019-01-01,390683808165,Singapore,"All Countries, excluding the IO"
2020-01-01,287884219258,Singapore,"All Countries, excluding the IO"
2021-01-01,456881520148,Singapore,"All Countries, excluding the IO"
2022-01-01,516016210112,Singapore,"All Countries, excluding the IO"
2018-01-01,67426695626,Philippines,"All Countries, excluding the IO"
2019-01-01,70880776119,Philippines,"All Countries, excluding the IO"
2020-01-01,63564302856,Philippines,"All Countries, excluding the IO"
2021-01-01,74619469679,Philippines,"All Countries, excluding the IO"
2022-01-01,80744579633,Philippines,"All Countries, excluding the IO"
2018-01-01,10770764234,Guatemala,"All Countries, excluding the IO"
2019-01-01,11182963053,Guatemala,"All Countries, excluding the IO"
2020-01-01,11545278154,Guatemala,"All Countries, excluding the IO"
2021-01-01,13635511752,Guatemala,"All Countries, excluding the IO"
2022-01-01,15683554940,Guatemala,"All Countries, excluding the IO"
2018-01-01,60653910310,Kazakhstan,"All Countries, excluding the IO"
2019-01-01,57676727678,Kazakhstan,"All Countries, excluding the IO"
2020-01-01,46926834907,Kazakhstan,"All Countries, excluding the IO"
2021-01-01,59817570568,Kazakhstan,"All Countries, excluding the IO"
2022-01-01,82862675165,Kazakhstan,"All Countries, excluding the IO"
2018-01-01,4352175693,Honduras,"All Countries, excluding the IO"
2019-01-01,2520914918,Honduras,"All Countries, excluding the IO"
2020-01-01,4257873394.9999995,Honduras,"All Countries, excluding the IO"
2021-01-01,5201138542,Honduras,"All Countries, excluding the IO"
2022-01-01,6109499655,Honduras,"All Countries, excluding the IO"
2018-01-01,350208943289,Sub-Saharan Africa,"All Countries, excluding the IO"
2019-01-01,326766220007,Sub-Saharan Africa,"All Countries, excluding the IO"
2020-01-01,286067057368,Sub-Saharan Africa,"All Countries, excluding the IO"
2021-01-01,388537392760,Sub-Saharan Africa,"All Countries, excluding the IO"
2022-01-01,450362826552,Sub-Saharan Africa,"All Countries, excluding the IO"
2018-01-01,3484681536,Sudan,"All Countries, excluding the IO"
2019-01-01,2620720665,Sudan,"All Countries, excluding the IO"
2020-01-01,2071542248.0000002,Sudan,"All Countries, excluding the IO"
2021-01-01,2371050389,Sudan,"All Countries, excluding the IO"
2022-01-01,3313072323,Sudan,"All Countries, excluding the IO"
2018-01-01,242358656506,Brazil,"All Countries, excluding the IO"
2019-01-01,222199851539,Brazil,"All Countries, excluding the IO"
2020-01-01,211260755248,Brazil,"All Countries, excluding the IO"
2021-01-01,281645257207,Brazil,"All Countries, excluding the IO"
2022-01-01,334463079195,Brazil,"All Countries, excluding the IO"
2018-01-01,155290597,Guinea-Bissau,"All Countries, excluding the IO"
2019-01-01,244059438,Guinea-Bissau,"All Countries, excluding the IO"
2020-01-01,191155686,Guinea-Bissau,"All Countries, excluding the IO"
2021-01-01,208746261,Guinea-Bissau,"All Countries, excluding the IO"
2022-01-01,261599031.00000003,Guinea-Bissau,"All Countries, excluding the IO"
2018-01-01,3640616922,Mali,"All Countries, excluding the IO"
2019-01-01,3649548870,Mali,"All Countries, excluding the IO"
2020-01-01,4731727753,Mali,"All Countries, excluding the IO"
2021-01-01,4835357352,Mali,"All Countries, excluding the IO"
2022-01-01,4964056426,Mali,"All Countries, excluding the IO"
2018-01-01,33617633367.000004,Bulgaria,"All Countries, excluding the IO"
2019-01-01,33340029662,Bulgaria,"All Countries, excluding the IO"
2020-01-01,31954317786,Bulgaria,"All Countries, excluding the IO"
2021-01-01,41157188671,Bulgaria,"All Countries, excluding the IO"
2022-01-01,48172192792,Bulgaria,"All Countries, excluding the IO"
2018-01-01,84260449548,Qatar,"All Countries, excluding the IO"
2019-01-01,72895776094,Qatar,"All Countries, excluding the IO"
2020-01-01,51473424477,Qatar,"All Countries, excluding the IO"
2021-01-01,87165659554,Qatar,"All Countries, excluding the IO"
2022-01-01,130920851816,Qatar,"All Countries, excluding the IO"
2018-01-01,21651963506,Ecuador,"All Countries, excluding the IO"
2019-01-01,22233832377,Ecuador,"All Countries, excluding the IO"
2020-01-01,20333131496,Ecuador,"All Countries, excluding the IO"
2021-01-01,26699155442,Ecuador,"All Countries, excluding the IO"
2022-01-01,32626881665,Ecuador,"All Countries, excluding the IO"
2018-01-01,16411897358.999998,Luxembourg,"All Countries, excluding the IO"
2019-01-01,16451333906,Luxembourg,"All Countries, excluding the IO"
2020-01-01,13838929499,Luxembourg,"All Countries, excluding the IO"
2021-01-01,16800336177.000002,Luxembourg,"All Countries, excluding the IO"
2022-01-01,17186273214,Luxembourg,"All Countries, excluding the IO"
2018-01-01,1715504647146.69,Export earnings: fuel,"All Countries, excluding the IO"
2019-01-01,1509498474857,Export earnings: fuel,"All Countries, excluding the IO"
2020-01-01,1107204712404,Export earnings: fuel,"All Countries, excluding the IO"
2021-01-01,1653526591992,Export earnings: fuel,"All Countries, excluding the IO"
2022-01-01,2096070336513,Export earnings: fuel,"All Countries, excluding the IO"
2018-01-01,122048738906,Norway,"All Countries, excluding the IO"
2019-01-01,102824926720,Norway,"All Countries, excluding the IO"
2020-01-01,84910295426,Norway,"All Countries, excluding the IO"
2021-01-01,172992465489,Norway,"All Countries, excluding the IO"
2022-01-01,277041256599,Norway,"All Countries, excluding the IO"
2018-01-01,51524009,Vanuatu,"All Countries, excluding the IO"
2019-01-01,46680001,Vanuatu,"All Countries, excluding the IO"
2020-01-01,38875001,Vanuatu,"All Countries, excluding the IO"
2021-01-01,45633000,Vanuatu,"All Countries, excluding the IO"
2022-01-01,59475619,Vanuatu,"All Countries, excluding the IO"
2018-01-01,500507831427,Africa,"All Countries, excluding the IO"
2019-01-01,472289175443,Africa,"All Countries, excluding the IO"
2020-01-01,390752251185,Africa,"All Countries, excluding the IO"
2021-01-01,558500410861,Africa,"All Countries, excluding the IO"
2022-01-01,668734987820,Africa,"All Countries, excluding the IO"
2018-01-01,346773727,Barbados,"All Countries, excluding the IO"
2019-01-01,386858429,Barbados,"All Countries, excluding the IO"
2020-01-01,262472475.99999997,Barbados,"All Countries, excluding the IO"
2021-01-01,275527643,Barbados,"All Countries, excluding the IO"
2022-01-01,320067201,Barbados,"All Countries, excluding the IO"
2018-01-01,12767992256,Cambodia,"All Countries, excluding the IO"
2019-01-01,14915839071,Cambodia,"All Countries, excluding the IO"
2020-01-01,20099349601,Cambodia,"All Countries, excluding the IO"
2021-01-01,19471536170,Cambodia,"All Countries, excluding the IO"
2022-01-01,22606585819,Cambodia,"All Countries, excluding the IO"
2018-01-01,1560539277174,Germany,"All Countries, excluding the IO"
2019-01-01,1489411691980,Germany,"All Countries, excluding the IO"
2020-01-01,1382532867964,Germany,"All Countries, excluding the IO"
2021-01-01,1636741953216,Germany,"All Countries, excluding the IO"
2022-01-01,1648928217936,Germany,"All Countries, excluding the IO"
2018-01-01,7773405299093.689,Emerging and Developing Countries,"All Countries, excluding the IO"
2019-01-01,7567867732739,Emerging and Developing Countries,"All Countries, excluding the IO"
2020-01-01,7090159163010,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-01-01,9337412121394,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-01-01,10572073555075,Emerging and Developing Countries,"All Countries, excluding the IO"
2018-01-01,16023995187,"Congo, the Democratic Republic of the","All Countries, excluding the IO"
2019-01-01,13183438955,"Congo, the Democratic Republic of the","All Countries, excluding the IO"
2020-01-01,13788597060,"Congo, the Democratic Republic of the","All Countries, excluding the IO"
2021-01-01,27300393866,"Congo, the Democratic Republic of the","All Countries, excluding the IO"
2022-01-01,41239110814,"Congo, the Democratic Republic of the","All Countries, excluding the IO"
2018-01-01,726697528972,Netherlands,"All Countries, excluding the IO"
2019-01-01,708595718597,Netherlands,"All Countries, excluding the IO"
2020-01-01,674602022060,Netherlands,"All Countries, excluding the IO"
2021-01-01,840031521514,Netherlands,"All Countries, excluding the IO"
2022-01-01,943008707000,Netherlands,"All Countries, excluding the IO"
2018-01-01,1005330420,Fiji,"All Countries, excluding the IO"
2019-01-01,1026415287,Fiji,"All Countries, excluding the IO"
2018-01-01,532799138.99999994,Somalia,"All Countries, excluding the IO"
2019-01-01,567314615,Somalia,"All Countries, excluding the IO"
2020-01-01,507642739,Somalia,"All Countries, excluding the IO"
2021-01-01,533831273,Somalia,"All Countries, excluding the IO"
2022-01-01,648035736,Somalia,"All Countries, excluding the IO"
2018-01-01,10876064585,Dominican Republic,"All Countries, excluding the IO"
2019-01-01,11473682231,Dominican Republic,"All Countries, excluding the IO"
2020-01-01,10471380177,Dominican Republic,"All Countries, excluding the IO"
2021-01-01,12442763191,Dominican Republic,"All Countries, excluding the IO"
2022-01-01,13430421380,Dominican Republic,"All Countries, excluding the IO"
