Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-03-05 00:00:00+04:00,1485.0400390625,1486.72998046875,1485.0400390625,1486.4200439453125,0,0.0,0.0
2013-03-06 00:00:00+04:00,1485.0400390625,1498.02001953125,1485.0400390625,1491.489990234375,0,0.0,0.0
2013-03-07 00:00:00+04:00,1491.989990234375,1498.2900390625,1489.02001953125,1491.3499755859375,0,0.0,0.0
2013-03-11 00:00:00+04:00,1503.97998046875,1506.4200439453125,1503.6400146484375,1505.9300537109375,0,0.0,0.0
2013-03-12 00:00:00+04:00,1501.4100341796875,1501.4100341796875,1499.3800048828125,1499.739990234375,0,0.0,0.0
2013-03-13 00:00:00+04:00,1495.72998046875,1496.6800537109375,1494.949951171875,1495.8800048828125,0,0.0,0.0
2013-03-14 00:00:00+04:00,1498.8299560546875,1502.52001953125,1498.1800537109375,1502.52001953125,0,0.0,0.0
2013-03-15 00:00:00+04:00,1495.7099609375,1497.9000244140625,1494.5799560546875,1496.5699462890625,0,0.0,0.0
2013-03-18 00:00:00+04:00,1461.8800048828125,1464.550048828125,1461.3599853515625,1462.56005859375,0,0.0,0.0
2013-03-19 00:00:00+04:00,1448.8399658203125,1450.1099853515625,1442.6800537109375,1445.3399658203125,0,0.0,0.0
2013-03-20 00:00:00+04:00,1458.239990234375,1461.3599853515625,1457.9300537109375,1458.7900390625,0,0.0,0.0
2013-03-21 00:00:00+04:00,1459.1700439453125,1460.3900146484375,1457.2900390625,1458.52001953125,0,0.0,0.0
2013-03-22 00:00:00+04:00,1441.260009765625,1442.8800048828125,1439.56005859375,1440.989990234375,0,0.0,0.0
2013-03-26 00:00:00+04:00,1416.780029296875,1420.1199951171875,1416.780029296875,1420.02001953125,0,0.0,0.0
2013-03-27 00:00:00+04:00,1424.56005859375,1425.6700439453125,1421.739990234375,1424.550048828125,0,0.0,0.0
2013-03-28 00:00:00+04:00,1434.8800048828125,1437.5,1433.6600341796875,1436.6199951171875,0,0.0,0.0
2013-04-01 00:00:00+04:00,1428.2900390625,1429.5699462890625,1427.010009765625,1427.7099609375,0,0.0,0.0
2013-04-02 00:00:00+04:00,1430.300048828125,1432.3699951171875,1428.469970703125,1428.6800537109375,0,0.0,0.0
2013-04-03 00:00:00+04:00,1427.4200439453125,1428.02001953125,1420.9599609375,1420.9599609375,0,0.0,0.0
2013-04-04 00:00:00+04:00,1426.6099853515625,1427.969970703125,1425.0799560546875,1427.969970703125,0,0.0,0.0
2013-04-05 00:00:00+04:00,1417.280029296875,1418.56005859375,1416.5,1417.6600341796875,0,0.0,0.0
2013-04-08 00:00:00+04:00,1408.81005859375,1411.52001953125,1408.81005859375,1411.2900390625,0,0.0,0.0
2013-04-09 00:00:00+04:00,1425.7900390625,1426.4000244140625,1425.56005859375,1425.719970703125,0,0.0,0.0
2013-04-10 00:00:00+04:00,1425.18994140625,1427.0799560546875,1423.97998046875,1426.93994140625,0,0.0,0.0
2013-04-11 00:00:00+04:00,1400.9200439453125,1401.4599609375,1399.8800048828125,1401.4599609375,0,0.0,0.0
2013-04-12 00:00:00+04:00,1385.6199951171875,1387.93994140625,1385.4599609375,1386.56005859375,0,0.0,0.0
2013-04-15 00:00:00+04:00,1358.22998046875,1358.4200439453125,1354.3499755859375,1354.3499755859375,0,0.0,0.0
2013-04-16 00:00:00+04:00,1353.4100341796875,1354.6700439453125,1352.780029296875,1354.43994140625,0,0.0,0.0
2013-04-17 00:00:00+04:00,1335.9100341796875,1339.4000244140625,1335.9100341796875,1339.4000244140625,0,0.0,0.0
2013-04-18 00:00:00+04:00,1335.5699462890625,1336.3299560546875,1334.52001953125,1336.18994140625,0,0.0,0.0
2013-04-19 00:00:00+04:00,1338.6700439453125,1340.3499755859375,1337.5699462890625,1339.6700439453125,0,0.0,0.0
