"Date","Price","Change","Ratio"
2021-02-15,9730.6,-38.97,-0.4
2021-02-16,9693.44,-37.16,-0.38
2021-02-17,9671.88,-21.56,-0.22
2021-02-18,9703.35,31.47,0.33
2021-02-21,9811.16,107.81,1.11
2021-02-22,9886.86,75.7,0.77
2021-02-23,9931.01,44.15,0.45
2021-02-24,10036.07,105.06,1.06
2021-02-25,10082.89,46.82,0.47
2021-02-28,10064.17,-18.72,-0.19
2021-03-01,10008.04,-56.13,-0.56
2021-03-02,10011.56,3.52,0.04
2021-03-03,10048.28,36.72,0.37
2021-03-04,10062.31,14.03,0.14
2021-03-07,10010.65,-51.66,-0.51
2021-03-08,10015.32,4.67,0.05
2021-03-09,10007.94,-7.38,-0.07
2021-03-10,10039.69,31.75,0.32
2021-03-11,10050.22,10.53,0.1
2021-03-14,10166.63,116.41,1.16
2021-03-15,10193.69,27.06,0.27
2021-03-16,10175.57,-18.12,-0.18
2021-03-17,10172.33,-3.24,-0.03
2021-03-18,10088.6,-83.73,-0.82
2021-03-22,10124.46,35.86,0.36
2021-03-23,10163.87,39.41,0.39
2021-03-24,10252.23,88.36,0.87
2021-03-25,10347.51,95.28,0.93
2021-03-28,10327.11,-20.4,-0.2
2021-03-29,10377.07,49.96,0.48
2021-03-30,10406.08,29.01,0.28
2021-03-31,10420.86,14.78,0.14
2021-04-01,10488,67.14,0.64
2021-04-05,10454.18,-33.82,-0.32
2021-04-06,10440.59,-13.59,-0.13
2021-04-07,10440.96,0.37,0
2021-04-08,10451.69,10.73,0.1
2021-04-11,10350.44,-101.25,-0.97
2021-04-12,10286.25,-64.19,-0.62
2021-04-13,10226.57,-59.68,-0.58
2021-04-14,10155.34,-71.23,-0.7
2021-04-15,10270.54,115.2,1.13
2021-04-18,10366.6,96.06,0.94
2021-04-19,10358.31,-8.29,-0.08
2021-04-20,10306.82,-51.49,-0.5
2021-04-21,10261.66,-45.16,-0.44
2021-04-22,10192.73,-68.93,-0.67
2021-04-25,10169.91,-22.82,-0.22
2021-04-26,10169.91,0,0
2021-04-27,10155.21,-14.7,-0.14
2021-04-28,10108.87,-46.34,-0.46
2021-04-29,10099.35,-9.52,-0.09
2021-05-09,10074.88,-24.47,-0.24
2021-05-10,10049.94,-24.94,-0.25
2021-05-11,10073.31,23.37,0.23
2021-05-12,10123.41,50.1,0.5
2021-05-17,10148.71,25.3,0.25
2021-05-18,10166.18,17.47,0.17
2021-05-19,10154.49,-11.69,-0.11
2021-05-20,10205.97,51.48,0.51
2021-05-23,10241.37,35.4,0.35
2021-05-24,10311.61,70.24,0.69
2021-05-25,10374.17,62.56,0.61
2021-05-26,10415.05,40.88,0.39
2021-05-27,10468.48,53.43,0.51
2021-05-30,10487.48,19,0.18
2021-05-31,10469.18,-18.3,-0.17
2021-06-01,10445.13,-24.05,-0.23
2021-06-02,10405.83,-39.3,-0.38
2021-06-03,10360.81,-45.02,-0.43
2021-06-06,10315.3,-45.51,-0.44
2021-06-07,10338.68,23.38,0.23
2021-06-08,10338.9,0.22,0
2021-06-09,10317.19,-21.71,-0.21
2021-06-10,10317.19,0,0
2021-06-13,10281.73,-35.46,-0.34
2021-06-14,10252.92,-28.81,-0.28
2021-06-15,10221.38,-31.54,-0.31
2021-06-16,10187.49,-33.89,-0.33
2021-06-17,10139.35,-48.14,-0.47
2021-06-20,10086.69,-52.66,-0.52
2021-06-21,10057.13,-29.56,-0.29
2021-06-22,10125.57,68.44,0.68
2021-06-23,10141.09,15.52,0.15
2021-06-24,10154.65,13.56,0.13
2021-06-27,10117.84,-36.81,-0.36
2021-06-28,10065.03,-52.81,-0.52
2021-06-29,10026.48,-38.55,-0.38
2021-06-30,10056.57,30.09,0.3
2021-07-01,10046.96,-9.61,-0.1
2021-07-04,10022.67,-24.29,-0.24
2021-07-05,9979.09,-43.58,-0.43
2021-07-06,9935.84,-43.25,-0.43
2021-07-07,9921.43,-14.41,-0.15
2021-07-08,9866.08,-55.35,-0.56
2021-07-11,9823.03,-43.05,-0.44
2021-07-12,9790.99,-32.04,-0.33
2021-07-13,9791.95,0.96,0.01
2021-07-14,9746.75,-45.2,-0.46
2021-07-15,9727.32,-19.43,-0.2
2021-07-25,9698.78,-28.54,-0.29
2021-07-26,9734.43,35.65,0.37
2021-07-27,9836.83,102.4,1.05
2021-07-28,9956.63,119.8,1.22
2021-07-29,10081.61,124.98,1.26
2021-08-01,10125.02,43.41,0.43
2021-08-02,10070.7,-54.32,-0.54
2021-08-03,10059.32,-11.38,-0.11
2021-08-04,10057.19,-2.13,-0.02
2021-08-05,10034.63,-22.56,-0.22
2021-08-09,9998.35,-36.28,-0.36
2021-08-10,9951.73,-46.62,-0.47
2021-08-11,10013.51,61.78,0.62
2021-08-12,9947.15,-66.36,-0.66
2021-08-15,9974.92,27.77,0.28
2021-08-16,10023.28,48.36,0.48
2021-08-17,10067.28,44,0.44
2021-08-18,10036.56,-30.72,-0.31
2021-08-19,10029.82,-6.74,-0.07
2021-08-22,10086.74,56.92,0.57
2021-08-23,10173.33,86.59,0.86
2021-08-24,10301.64,128.31,1.26
2021-08-25,10342.91,41.27,0.4
2021-08-26,10314.06,-28.85,-0.28
2021-08-29,10283.55,-30.51,-0.3
2021-08-30,10257.7,-25.85,-0.25
2021-08-31,10298.11,40.41,0.39
2021-09-01,10359.44,61.33,0.6
2021-09-02,10333.96,-25.48,-0.25
2021-09-05,10344.76,10.8,0.1
2021-09-06,10356.57,11.81,0.11
2021-09-07,10407.07,50.5,0.49
2021-09-08,10453.6,46.53,0.45
2021-09-09,10415.47,-38.13,-0.36
2021-09-12,10511.86,96.39,0.93
2021-09-13,10551.08,39.22,0.37
2021-09-14,10565.14,14.06,0.13
2021-09-15,10582.89,17.75,0.17
2021-09-16,10740.8,157.91,1.49
2021-09-19,10871.48,130.68,1.22
2021-09-20,10982.74,111.26,1.02
2021-09-21,11080.22,97.48,0.89
2021-09-22,11195.58,115.36,1.04
2021-09-23,11303.81,108.23,0.97
2021-09-26,11315.24,11.43,0.1
2021-09-27,11330.12,14.88,0.13
2021-09-28,11376.72,46.6,0.41
2021-09-29,11406.13,29.41,0.26
2021-09-30,11356.5,-49.63,-0.44
2021-10-03,11279.4,-77.1,-0.68
2021-10-04,11234,-45.4,-0.4
2021-10-05,11208.85,-25.15,-0.22
2021-10-10,11211.7,2.85,0.03
2021-10-11,11211.83,0.13,0
2021-10-12,11214.36,2.53,0.02
2021-10-13,11291.02,76.66,0.68
2021-10-14,11281.92,-9.1,-0.08
2021-10-19,11281.45,-0.47,0
2021-10-20,11284.54,3.09,0.03
2021-10-21,11384.2,99.66,0.88
2021-10-24,11558.16,173.96,1.53
2021-10-25,11613.8,55.64,0.48
2021-10-26,11544.82,-68.98,-0.59
2021-10-27,11489.2,-55.62,-0.48
2021-10-28,11543.21,54.01,0.47
2021-10-31,11691.14,147.93,1.28
2021-11-01,11716.22,25.08,0.21
2021-11-02,11696.11,-20.11,-0.17
2021-11-03,11610.43,-85.68,-0.73
2021-11-04,11665.13,54.7,0.47
2021-11-07,11604.47,-60.66,-0.52
2021-11-08,11648.8,44.33,0.38
2021-11-09,11769.63,120.83,1.04
2021-11-10,11920.43,150.8,1.28
2021-11-11,12034.73,114.3,0.96
2021-11-14,12010.14,-24.59,-0.2
2021-11-15,12266.78,256.64,2.14
2021-11-16,12531.32,264.54,2.16
2021-11-17,12832.84,301.52,2.41
2021-11-18,13020.17,187.33,1.46
2021-11-21,13086.59,66.42,0.51
2021-11-22,13270.5,183.91,1.41
2021-11-23,13606.45,335.95,2.53
2021-11-24,13823.28,216.83,1.59
2021-11-25,14038.12,214.84,1.55
2021-11-28,14005.44,-32.68,-0.23
2021-11-29,14310.88,305.44,2.18
2021-11-30,14498.37,187.49,1.31
2021-12-01,14477.59,-20.78,-0.14
2021-12-02,14491.14,13.55,0.09
2021-12-05,14700.16,209.02,1.44
2021-12-06,15083.61,383.45,2.61
2021-12-07,15425.13,341.52,2.26
2021-12-08,15598.06,172.93,1.12
2021-12-09,15918.38,320.32,2.05
2021-12-12,15927.17,8.79,0.06
2021-12-13,16266.6,339.43,2.13
2021-12-14,16726.68,460.08,2.83
2021-12-15,16629.01,-97.67,-0.58
2021-12-16,16523.91,-105.1,-0.63
2021-12-19,16767.45,243.54,1.47
2021-12-20,16413.25,-354.2,-2.11
2021-12-21,16269,-144.25,-0.88
2021-12-22,16499.51,230.51,1.42
2021-12-23,16675.84,176.33,1.07
2021-12-27,16535.62,-140.22,-0.84
2021-12-28,16942.87,407.25,2.46
2021-12-29,17314.19,371.32,2.19
2021-12-30,17493.79,179.6,1.04
2022-01-03,17581.43,87.64,0.5
2022-01-04,17855.93,274.5,1.56
2022-01-05,18338.84,482.91,2.7
2022-01-06,18405.95,67.11,0.37
2022-01-09,18154.62,-251.33,-1.37
2022-01-10,18360.32,205.7,1.13
2022-01-11,18337.47,-22.85,-0.12
2022-01-12,18724.24,386.77,2.11
2022-01-13,18950.11,225.87,1.21
2022-01-16,19325.43,375.32,1.98
2022-01-17,19403.23,77.8,0.4
2022-01-18,19325.59,-77.64,-0.4
2022-01-19,19462.12,136.53,0.71
2022-01-20,19251.21,-210.91,-1.08
2022-01-30,19062.38,-188.83,-0.98
2022-01-31,19077.9,15.52,0.08
2022-02-01,19165.48,87.58,0.46
2022-02-02,19384.74,219.26,1.14
2022-02-03,19572.64,187.9,0.97
2022-02-06,19440.22,-132.42,-0.68
2022-02-07,19590.44,150.22,0.77
2022-02-08,19619.25,28.81,0.15
2022-02-09,19607.59,-11.66,-0.06
2022-02-10,19600.39,-7.2,-0.04
2022-02-13,19906.66,306.27,1.56
2022-02-14,20081.04,174.38,0.88
2022-02-15,20243.53,162.49,0.81
2022-02-16,20437.86,194.33,0.96
2022-02-17,20603.56,165.7,0.81
2022-02-20,20532.62,-70.94,-0.34
2022-02-21,20133.12,-399.5,-1.95
2022-02-22,19750.62,-382.5,-1.9
2022-02-23,19941,190.38,0.96
2022-02-24,20223.1,282.1,1.41
2022-02-27,20044.85,-178.25,-0.88
2022-02-28,20088.63,43.78,0.22
2022-03-01,20024.41,-64.22,-0.32
2022-03-02,19606.94,-417.47,-2.08
2022-03-03,19718.63,111.69,0.57
2022-03-06,19750.33,31.7,0.16
2022-03-07,19689.11,-61.22,-0.31
2022-03-08,19673,-16.11,-0.08
2022-03-09,19702.22,29.22,0.15
2022-03-10,19679.12,-23.1,-0.12
2022-03-13,19638.94,-40.18,-0.2
2022-03-14,19505.67,-133.27,-0.68
2022-03-15,19357.44,-148.23,-0.76
2022-03-16,19376.29,18.85,0.1
2022-03-17,19316.92,-59.37,-0.31
2022-03-22,19544.55,227.63,1.18
2022-03-23,19468.07,-76.48,-0.39
2022-03-24,19494.09,26.02,0.13
2022-03-27,19406.48,-87.61,-0.45
2022-03-28,19349.84,-56.64,-0.29
2022-03-29,19435.04,85.2,0.44
2022-03-30,19495.37,60.33,0.31
2022-03-31,19470.5,-24.87,-0.13
2022-04-03,19445.25,-25.25,-0.13
2022-04-04,19444.86,-0.39,0
2022-04-05,19449.48,4.62,0.02
2022-04-06,19410.79,-38.69,-0.2
2022-04-07,19417.91,7.12,0.04
2022-04-10,19533.24,115.33,0.59
2022-04-11,19617.72,84.48,0.43
2022-04-12,19591.5,-26.22,-0.13
2022-04-13,19610.81,19.31,0.1
2022-04-14,19645.2,34.39,0.18
2022-04-18,19641.9,-3.3,-0.02
2022-04-19,19511.88,-130.02,-0.66
2022-04-20,19521.71,9.83,0.05
2022-04-21,19564.67,42.96,0.22
2022-04-25,19617.05,52.38,0.27
2022-04-26,19778.07,161.02,0.82
2022-04-27,19901.79,123.72,0.63
2022-04-28,20009.5,107.71,0.54
2022-05-08,19995.35,-14.15,-0.07
2022-05-09,19797.96,-197.39,-0.99
2022-05-10,19874.47,76.51,0.39
2022-05-11,20054.79,180.32,0.91
2022-05-12,20289.24,234.45,1.17
2022-05-15,20138.87,-150.37,-0.74
2022-05-16,20099.02,-39.85,-0.2
2022-05-17,20130.1,31.08,0.15
2022-05-18,20262.79,132.69,0.66
2022-05-19,20321.61,58.82,0.29
2022-05-22,20450.83,129.22,0.64
2022-05-23,20336.17,-114.66,-0.56
2022-05-24,20312.08,-24.09,-0.12
2022-05-25,20279.75,-32.33,-0.16
2022-05-26,20075.86,-203.89,-1.01
2022-05-29,19937.31,-138.55,-0.69
2022-05-30,19936.05,-1.26,-0.01
2022-05-31,19905.69,-30.36,-0.15
2022-06-01,19966.77,61.08,0.31
2022-06-02,20033.97,67.2,0.34
2022-06-05,20098.17,64.2,0.32
2022-06-06,20195.04,96.87,0.48
2022-06-07,20298.87,103.83,0.51
2022-06-08,20460.87,162,0.8
2022-06-09,20484.79,23.92,0.12
2022-06-12,20692.18,207.39,1.01
2022-06-13,20862.21,170.03,0.82
2022-06-14,20797.09,-65.12,-0.31
2022-06-15,20828.87,31.78,0.15
2022-06-16,20775.59,-53.28,-0.26
2022-06-19,20786.6,11.01,0.05
2022-06-20,20783.11,-3.49,-0.02
2022-06-21,20714.07,-69.04,-0.33
2022-06-22,20535.83,-178.24,-0.86
2022-06-23,20406.79,-129.04,-0.63
2022-06-26,20522.19,115.4,0.57
2022-06-27,20615.99,93.8,0.46
2022-06-28,20773.04,157.05,0.76
2022-06-29,20968.43,195.39,0.94
2022-06-30,21036.59,68.16,0.33
2022-07-03,20825.36,-211.23,-1
2022-07-04,20869.54,44.18,0.21
2022-07-05,20872.57,3.03,0.01
2022-07-06,21026.02,153.45,0.74
2022-07-07,21116.41,90.39,0.43
2022-07-17,21100.83,-15.58,-0.07
2022-07-18,21134.25,33.42,0.16
2022-07-19,21106.54,-27.71,-0.13
2022-07-20,21048.63,-57.91,-0.27
2022-07-21,21060.63,12,0.06
2022-07-24,21042.02,-18.61,-0.09
2022-07-25,20832.97,-209.05,-0.99
2022-07-26,20826.37,-6.6,-0.03
2022-07-27,21089.79,263.42,1.26
2022-07-28,21330.57,240.78,1.14
2022-07-31,21396.17,65.6,0.31
2022-08-01,21510.67,114.5,0.54
2022-08-02,21469.2,-41.47,-0.19
2022-08-03,21721.01,251.81,1.17
2022-08-04,21878.64,157.63,0.73
2022-08-07,21951.06,72.42,0.33
2022-08-08,22036.16,85.1,0.39
2022-08-09,22105.56,69.4,0.31
2022-08-10,22177.92,72.36,0.33
2022-08-11,22258.21,80.29,0.36
2022-08-14,22106.32,-151.89,-0.68
2022-08-15,21939.44,-166.88,-0.75
2022-08-16,21937.99,-1.45,-0.01
2022-08-17,22044.9,106.91,0.49
2022-08-18,22119.15,74.25,0.34
2022-08-21,22054.61,-64.54,-0.29
2022-08-22,22115.72,61.11,0.28
2022-08-23,22161.05,45.33,0.2
2022-08-24,22405.41,244.36,1.1
2022-08-25,22580,174.59,0.78
2022-08-28,22434.12,-145.88,-0.65
2022-08-29,22471.43,37.31,0.17
2022-08-30,22442.07,-29.36,-0.13
2022-08-31,22348.65,-93.42,-0.42
2022-09-01,22373.92,25.27,0.11
2022-09-04,22360.36,-13.56,-0.06
2022-09-05,22241.52,-118.84,-0.53
2022-09-06,22227.97,-13.55,-0.06
2022-09-07,22440.34,212.37,0.96
2022-09-08,22525.2,84.86,0.38
2022-09-11,22633.85,108.65,0.48
2022-09-12,22691.2,57.35,0.25
2022-09-13,22831.1,139.9,0.62
2022-09-14,22881.56,50.46,0.22
2022-09-15,22882.09,0.53,0
2022-09-18,22845.84,-36.25,-0.16
2022-09-19,22775.41,-70.43,-0.31
2022-09-20,22657.74,-117.67,-0.52
2022-09-21,22633.51,-24.23,-0.11
2022-09-22,22649.29,15.78,0.07
2022-09-25,22686.69,37.4,0.17
2022-09-26,22606.21,-80.48,-0.35
2022-09-27,22661.35,55.14,0.24
2022-09-28,22666.56,5.21,0.02
2022-09-29,22691.75,25.19,0.11
2022-10-02,22698.3,6.55,0.03
2022-10-03,22747.23,48.93,0.22
2022-10-04,22834.34,87.11,0.38
2022-10-05,22859.71,25.37,0.11
2022-10-10,22984.06,124.35,0.54
2022-10-11,23096.78,112.72,0.49
2022-10-12,23317.22,220.44,0.95
2022-10-13,23439.48,122.26,0.52
2022-10-16,23393.78,-45.7,-0.19
2022-10-17,23529.2,135.42,0.58
2022-10-18,23463.98,-65.22,-0.28
2022-10-19,23359.83,-104.15,-0.44
2022-10-20,23179.4,-180.43,-0.77
2022-10-23,23206.84,27.44,0.12
2022-10-24,23205.32,-1.52,-0.01
2022-10-25,23038.15,-167.17,-0.72
2022-10-26,23071.71,33.56,0.15
2022-10-27,23200.04,128.33,0.56
2022-10-30,23497.46,297.42,1.28
2022-10-31,24049.5,552.04,2.35
2022-11-01,24380.31,330.81,1.38
2022-11-02,24624.34,244.03,1
2022-11-03,24875.68,251.34,1.02
2022-11-06,25010.96,135.28,0.54
2022-11-07,24930.75,-80.21,-0.32
2022-11-08,25077.97,147.22,0.59
2022-11-09,25563.28,485.31,1.94
2022-11-10,26080.29,517.01,2.02
2022-11-13,26776.5,696.21,2.67
2022-11-14,27391.14,614.64,2.3
2022-11-15,27748.41,357.27,1.3
2022-11-16,27381.83,-366.58,-1.32
2022-11-17,27326.46,-55.37,-0.2
2022-11-20,27735.51,409.05,1.5
2022-11-21,28130.54,395.03,1.42
2022-11-22,28164.32,33.78,0.12
2022-11-23,27851.42,-312.9,-1.11
2022-11-24,27870.42,19,0.07
2022-11-27,27552.13,-318.29,-1.14
2022-11-28,27355.64,-196.49,-0.71
2022-11-29,27622.1,266.46,0.97
2022-11-30,27840.26,218.16,0.79
2022-12-01,27855.48,15.22,0.05
2022-12-04,27820.89,-34.59,-0.12
2022-12-05,27698.21,-122.68,-0.44
2022-12-06,27798.92,100.71,0.36
2022-12-07,27994.68,195.76,0.7
2022-12-08,28164.95,170.27,0.61
2022-12-12,28496.74,331.79,1.18
2022-12-13,28391.22,-105.52,-0.37
2022-12-14,28798.55,407.33,1.43
2022-12-15,28763.65,-34.9,-0.12
2022-12-19,28812.91,49.26,0.17
2022-12-20,28901.55,88.64,0.31
2022-12-21,29303.48,401.93,1.39
2022-12-22,30244.68,941.2,3.21
2023-01-02,31164.28,919.6,3.04
2023-01-03,32187.25,1022.97,3.28
2023-01-04,32772.27,585.02,1.82
2023-01-05,32918.33,146.06,0.45
2023-01-08,32785.12,-133.21,-0.4
2023-01-09,33060.91,275.79,0.84
2023-01-10,33315.24,254.33,0.77
2023-01-11,33752.79,437.55,1.31
2023-01-12,33633.05,-119.74,-0.35
2023-01-15,33879.23,246.18,0.73
2023-01-16,33766.76,-112.47,-0.33
2023-01-17,33796.61,29.85,0.09
2023-01-18,34166.88,370.27,1.1
2023-01-19,34406.37,239.49,0.7
2023-01-22,34582.39,176.02,0.51
2023-01-23,34486.9,-95.49,-0.28
2023-01-24,34675.88,188.98,0.55
2023-01-25,34614.73,-61.15,-0.18
2023-01-26,34574.13,-40.6,-0.12
2023-01-29,34829.28,255.15,0.74
2023-01-30,34985.15,155.87,0.45
2023-01-31,35092.16,107.01,0.31
2023-02-01,35368.06,275.9,0.79
2023-02-02,35582.54,214.48,0.61
2023-02-05,35491.41,-91.13,-0.26
2023-02-06,35766.55,275.14,0.78
2023-02-07,35792.19,25.64,0.07
2023-02-08,35857.69,65.5,0.18
2023-02-09,36017.4,159.71,0.45
2023-02-12,35639,-215.77,-0.6
2023-02-13,35060.37,-578.63,-1.62
2023-02-14,34645.01,-415.36,-1.18
2023-02-15,34707.01,62,0.18
2023-02-16,34558.36,-148.65,-0.43
2023-02-19,34694.73,136.37,0.39
2023-02-20,34725.8,31.07,0.09
2023-02-21,34507.85,-217.95,-0.63
2023-02-22,34533.34,25.49,0.07
2023-02-23,34609.54,76.2,0.22
2023-02-26,34638.4,28.86,0.08
2023-02-27,34456.08,-182.32,-0.53
2023-02-28,34390.39,-65.69,-0.19
2023-03-01,34409.27,18.88,0.05
2023-03-02,34212.63,-196.64,-0.57
2023-03-05,34359.66,147.03,0.43
2023-03-06,34198.6,-161.06,-0.47
2023-03-07,34102.76,-95.84,-0.28
2023-03-08,34166,63.24,0.19
2023-03-09,34191.71,25.71,0.08
2023-03-12,33703.65,-488.06,-1.43
2023-03-13,33711.85,8.2,0.02
2023-03-14,33506.64,-205.21,-0.61
2023-03-15,33933.68,427.04,1.27
2023-03-16,34098.57,164.89,0.49
2023-03-19,33968.74,-129.83,-0.38
2023-03-20,33881.94,-86.8,-0.26
2023-03-22,33825.05,-56.89,-0.17
2023-03-23,33482.34,-342.71,-1.01
2023-03-26,33199.4,-282.94,-0.85
2023-03-27,33331.15,131.75,0.4
2023-03-28,33207.83,-123.32,-0.37
2023-03-29,33217.52,9.69,0.03
2023-03-30,32868.02,-349.5,-1.05
2023-04-02,32526.76,-341.26,-1.04
2023-04-03,32822.86,296.1,0.91
2023-04-04,32852.57,29.71,0.09
2023-04-05,32989.22,136.65,0.42
2023-04-06,32990.17,0.95,0
2023-04-10,32857.08,-133.09,-0.4
2023-04-11,32640.2,-216.88,-0.66
2023-04-12,32843.57,203.37,0.62
2023-04-12,32843.57,203.37,0.62
2023-04-13,32909.88,66.31,0.2
2023-04-24,33231.3,321.42,0.98
2023-04-25,33274.01,42.71,0.13
2023-04-26,33162.09,-111.92,-0.34
2023-04-27,33283.14,121.05,0.37
2023-04-30,33309.36,26.22,0.08
2023-05-02,33092.69,-216.67,-0.65
2023-05-03,32487.14,-605.55,-1.83
2023-05-04,32192.91,-294.23,-0.91
2023-05-07,32691.84,498.93,1.55
2023-05-08,33534.33,842.49,2.58
2023-05-09,34302.89,768.56,2.29
2023-05-10,34850.42,547.53,1.6
2023-05-11,35264.13,413.71,1.19
2023-05-14,35357.16,93.03,0.26
2023-05-15,35899.69,542.53,1.53
2023-05-16,36412.93,513.24,1.43
2023-05-17,36508.16,95.23,0.26
2023-05-18,36433.21,-74.95,-0.21
2023-05-21,36240.08,-193.13,-0.53
2023-05-22,36197.78,-42.3,-0.12
2023-05-23,36577.17,379.39,1.05
2023-05-24,37174.74,597.57,1.63
2023-05-25,37652.27,477.53,1.28
2023-05-28,37908.27,256,0.68
2023-05-29,37956.54,48.27,0.13
2023-05-30,37993.99,37.45,0.1
2023-05-31,37861.08,-132.91,-0.35
2023-06-01,37970.34,109.26,0.29
2023-06-04,38321.71,351.37,0.93
2023-06-05,38192.05,-129.66,-0.34
2023-06-06,38297.51,105.46,0.28
2023-06-07,38319.98,22.47,0.06
2023-06-08,38350.87,30.89,0.08
2023-06-11,37844.77,-506.1,-1.32
2023-06-12,37670.15,-174.62,-0.46
2023-06-13,37362.48,-307.67,-0.82
2023-06-14,37389.1,26.62,0.07
2023-06-15,37715.57,326.47,0.87
2023-06-18,37441.7,-273.87,-0.73
2023-06-19,37313.06,-128.64,-0.34
2023-06-20,36884.27,-428.79,-1.15
2023-06-21,36921.06,36.79,0.1
2023-06-22,37103.19,182.13,0.49
2023-06-25,37402.45,299.26,0.81
2023-06-26,37582.74,180.29,0.48
2023-06-27,37660.26,77.52,0.21
2023-07-02,37653.52,-6.74,-0.02
2023-07-03,37685.83,32.31,0.09
2023-07-04,37697.21,11.38,0.03
2023-07-05,38026.96,329.75,0.87
2023-07-06,38207.99,181.03,0.48
2023-07-09,38261.66,53.67,0.14
2023-07-10,38185.93,-75.73,-0.2
2023-07-11,38221.85,35.92,0.09
2023-07-12,38196.83,-25.02,-0.07
2023-07-13,38357.98,161.15,0.42
2023-07-16,38546.47,188.49,0.49
2023-07-17,38483.89,-62.58,-0.16
2023-07-18,38812.42,328.53,0.85
2023-07-23,39471.79,659.37,1.7
2023-07-24,39972.98,501.19,1.27
2023-07-25,40280.63,307.65,0.77
2023-07-26,40570.26,289.63,0.72
2023-07-27,41006.3,436.04,1.07
2023-07-30,41358.23,351.93,0.86
2023-07-31,41947.53,589.3,1.42
2023-08-01,42495.61,548.08,1.31
2023-08-02,43184.73,689.12,1.62
2023-08-03,44016.82,832.09,1.93
2023-08-06,44980.84,964.02,2.19
2023-08-07,46219.79,1238.95,2.75
2023-08-08,47259.87,1040.08,2.25
2023-08-09,48535.36,1275.49,2.7
2023-08-10,50236.22,1700.86,3.5
2023-08-13,51736.26,1500.04,2.99
2023-08-14,52868.33,1132.07,2.19
2023-08-15,53390.51,522.18,0.99
2023-08-16,54061.1,670.59,1.26
2023-08-17,55723.49,1662.39,3.08
2023-08-20,57147.06,1423.57,2.55
2023-08-21,57555.14,408.08,0.71
2023-08-22,57732.37,177.23,0.31
2023-08-23,56660.95,-1071.42,-1.86
2023-08-24,55290.24,-1370.71,-2.42
2023-08-27,55379.88,89.64,0.16
2023-08-28,56756.97,1377.09,2.49
2023-08-29,57091.05,334.08,0.59
2023-08-30,55937.02,-1154.03,-2.02
2023-08-31,55390.14,-546.88,-0.98
2023-09-03,54012.66,-1377.48,-2.49
2023-09-04,54483.8,471.14,0.87
2023-09-05,54571.68,87.88,0.16
2023-09-06,55344.8,773.12,1.42
2023-09-07,55679.38,334.58,0.6
2023-09-10,54894.64,-784.74,-1.41
2023-09-11,54815.79,-78.85,-0.14
2023-09-12,54857.12,41.33,0.08
2023-09-13,55407.76,550.64,1
2023-09-14,55648.05,240.29,0.43
2023-09-17,55707.95,59.9,0.11
2023-09-18,56034.56,326.61,0.59
2023-09-19,55584.07,-450.49,-0.8
2023-09-20,56686.83,1102.76,1.98
2023-09-21,56624.61,-62.22,-0.11
2023-09-24,56465.79,-158.82,-0.28
2023-09-25,56369.16,-96.63,-0.17
2023-09-26,56314.61,-54.55,-0.1
2023-10-01,55492.12,-822.49,-1.46
2023-10-02,55401.31,-90.81,-0.16
2023-10-03,54387.69,-1013.62,-1.83
2023-10-04,54415.45,27.76,0.05
2023-10-05,53684.02,-731.43,-1.34
2023-10-08,53003.16,-680.86,-1.27
2023-10-09,52216.18,-786.98,-1.48
2023-10-10,51961.38,-254.8,-0.49
2023-10-11,52192.48,231.1,0.44
2023-10-12,52852.65,660.17,1.26
2023-10-15,53339.55,486.9,0.92
2023-10-16,52544.28,-795.27,-1.49
2023-10-17,52504.85,-39.43,-0.08
2023-10-18,52822.81,317.96,0.61
2023-10-19,53116.22,293.41,0.56
2023-10-22,53183.96,67.74,0.13
2023-10-23,52890.72,-293.24,-0.55
2023-10-24,53399.68,508.96,0.96
2023-10-25,53874.36,474.68,0.89
2023-10-26,54302.08,427.72,0.79
2023-10-29,54885.51,583.43,1.07
2023-10-30,54945.1,59.59,0.11
2023-10-31,54788.03,-157.07,-0.29
2023-11-01,54471.71,-316.32,-0.58
2023-11-02,54226.08,-245.63,-0.45
2023-11-05,53798.27,-427.81,-0.79
2023-11-06,53371.62,-426.65,-0.79
2023-11-07,53742.34,370.72,0.69
2023-11-08,53297.34,-445,-0.83
2023-11-09,52577.6,-719.74,-1.35
2023-11-12,52610,32.4,0.06
2023-11-13,52849.51,239.51,0.46
2023-11-14,53119.35,269.84,0.51
2023-11-15,53093.96,-25.39,-0.05
2023-11-16,52868.93,-225.03,-0.42
2023-11-19,52440.51,-428.42,-0.81
2023-11-20,53117.34,676.83,1.29
2023-11-21,53566.49,449.15,0.85
2023-11-22,53707.53,141.04,0.26
2023-11-23,53461.6,-245.93,-0.46
2023-11-26,53550.93,89.33,0.17
2023-11-27,53628.22,77.29,0.14
2023-11-28,53685.69,57.47,0.11
2023-11-29,53514.49,-171.2,-0.32
2023-11-30,53821.68,307.19,0.57
2023-12-03,53534.46,-287.22,-0.53
2023-12-04,53634.82,100.36,0.19
2023-12-05,53750.68,115.86,0.22
2023-12-06,54258.19,507.51,0.94
2023-12-07,54282.67,24.48,0.05
2023-12-10,54505.82,223.15,0.41
2023-12-11,54811.41,305.59,0.56
2023-12-12,55482.8,671.39,1.22
2023-12-13,55656.97,174.17,0.31
2023-12-14,55583.49,-73.48,-0.13
