"Date","Price","Change","Ratio"
2015-01-29,1262.11,0.07,0.01
2015-02-02,1256.71,-5.4,-0.43
2015-02-03,1254.06,-2.65,-0.21
2015-02-04,1253.64,-0.42,-0.03
2015-02-05,1250.56,-3.08,-0.25
2015-02-09,1250.21,-0.35,-0.03
2015-02-10,1247.36,-2.85,-0.23
2015-02-11,1244.53,-2.83,-0.23
2015-02-12,1238.4,-6.13,-0.49
2015-02-16,1239.55,1.15,0.09
2015-02-17,1247.4,7.85,0.63
2015-02-18,1249.45,2.05,0.16
2015-02-19,1248.83,-0.62,-0.05
2015-02-23,1248.74,-0.09,-0.01
2015-02-24,1250.39,1.65,0.13
2015-02-25,1249.11,-1.28,-0.1
2015-02-26,1249.33,0.22,0.02
2015-03-02,1248.98,-0.35,-0.03
2015-03-03,1249.8,0.82,0.07
2015-03-04,1246.41,-3.39,-0.27
2015-03-05,1246.58,0.17,0.01
2015-03-09,1243.66,-2.92,-0.23
2015-03-10,1239.49,-4.17,-0.34
2015-03-11,1238.17,-1.32,-0.11
2015-03-12,1237.3,-0.87,-0.07
2015-03-16,1239.62,2.32,0.19
2015-03-17,1240.31,0.69,0.06
2015-03-18,1238.88,-1.43,-0.12
2015-03-19,1236.9,-1.98,-0.16
2015-03-23,1235.95,-0.95,-0.08
2015-03-24,1239.73,3.78,0.31
2015-03-25,1245.59,5.86,0.47
2015-03-26,1246.96,1.37,0.11
2015-03-30,1247.07,0.11,0.01
2015-03-31,1242.29,-4.78,-0.38
2015-04-01,1234.31,-7.98,-0.64
2015-04-02,1233.56,-0.75,-0.06
2015-04-06,1233.74,0.18,0.01
2015-04-07,1233.05,-0.69,-0.06
2015-04-08,1231.62,-1.43,-0.12
2015-04-09,1230.62,-1,-0.08
2015-04-13,1228.25,-2.37,-0.19
2015-04-14,1224.31,-3.94,-0.32
2015-04-15,1223.56,-0.75,-0.06
2015-04-16,1222.76,-0.8,-0.07
2015-04-20,1218.94,-3.82,-0.31
2015-04-21,1215.49,-3.45,-0.28
2015-04-22,1210.63,-4.86,-0.4
2015-04-23,1210.41,-0.22,-0.02
2015-04-27,1207.71,-2.7,-0.22
2015-04-28,1206.43,-1.28,-0.11
2015-04-29,1204.38,-2.05,-0.17
2015-04-30,1203.26,-1.12,-0.09
2015-05-04,1205.95,2.69,0.22
2015-05-05,1205.33,-0.62,-0.05
2015-05-07,1207.88,2.55,0.21
2015-05-11,1208.6,0.72,0.06
2015-05-12,1207.12,-1.48,-0.12
2015-05-13,1209.56,2.44,0.2
2015-05-14,1211.44,1.88,0.16
2015-05-18,1212.56,1.12,0.09
2015-05-19,1210.94,-1.62,-0.13
2015-05-20,1209.57,-1.37,-0.11
2015-05-21,1209.57,0,0
2015-05-25,1211.05,1.48,0.12
2015-05-26,1210.59,-0.46,-0.04
2015-05-27,1207.05,-3.54,-0.29
2015-05-28,1206.56,-0.49,-0.04
2015-06-01,1204.37,-2.19,-0.18
2015-06-02,1205.01,0.64,0.05
2015-06-03,1204.71,-0.3,-0.02
2015-06-04,1202.9,-1.81,-0.15
2015-06-08,1200.66,-2.24,-0.19
2015-06-09,1198.94,-1.72,-0.14
2015-06-10,1197.48,-1.46,-0.12
2015-06-11,1198.8,1.32,0.11
2015-06-15,1195.82,-2.98,-0.25
2015-06-16,1196.03,0.21,0.02
2015-06-17,1197.96,1.93,0.16
2015-06-18,1196.34,-1.62,-0.14
2015-06-22,1196.21,-0.13,-0.01
2015-06-23,1196.92,0.71,0.06
2015-06-24,1198.51,1.59,0.13
2015-06-25,1199.33,0.82,0.07
2015-06-29,1199.9,0.57,0.05
2015-06-30,1199.56,-0.34,-0.03
2015-07-01,1197.82,-1.74,-0.15
2015-07-02,1198.16,0.34,0.03
2015-07-06,1195.76,-2.4,-0.2
2015-07-07,1195.76,0,0
2015-07-08,1195.73,-0.03,0
2015-07-09,1195.79,0.06,0.01
2015-07-13,1194.59,-1.2,-0.1
2015-07-14,1197.03,2.44,0.2
2015-07-15,1199.89,2.86,0.24
2015-07-16,1201.94,2.05,0.17
2015-07-20,1201.58,-0.36,-0.03
2015-07-21,1205.7,4.12,0.34
2015-07-22,1214.13,8.43,0.7
2015-07-23,1214.79,0.66,0.05
2015-07-27,1214.13,-0.66,-0.05
2015-07-28,1213.05,-1.08,-0.09
2015-07-29,1212.21,-0.84,-0.07
2015-07-30,1212.07,-0.14,-0.01
2015-08-03,1211.48,-0.59,-0.05
2015-08-04,1209.84,-1.64,-0.14
2015-08-05,1209.42,-0.42,-0.03
2015-08-06,1209.87,0.45,0.04
2015-08-10,1209.75,-0.12,-0.01
2015-08-11,1208.93,-0.82,-0.07
2015-08-12,1208.93,0,0
2015-08-13,1207.09,-1.84,-0.15
2015-08-17,1207.26,0.17,0.01
2015-08-18,1206.89,-0.37,-0.03
2015-08-19,1206.7,-0.19,-0.02
2015-08-20,1206.44,-0.26,-0.02
2015-08-24,1205.28,-1.16,-0.1
2015-08-25,1205.72,0.44,0.04
2015-08-26,1205.32,-0.4,-0.03
2015-08-27,1204.92,-0.4,-0.03
2015-08-31,1204.87,-0.05,0
2015-09-01,1205.12,0.25,0.02
2015-09-02,1204.39,-0.73,-0.06
2015-09-03,1203.51,-0.88,-0.07
2015-09-07,1201.78,-1.73,-0.14
2015-09-08,1203.6,1.82,0.15
2015-09-09,1203.6,0,0
2015-09-10,1202.84,-0.76,-0.06
2015-09-14,1202.15,-0.69,-0.06
2015-09-15,1201.34,-0.81,-0.07
2015-09-16,1199.43,-1.91,-0.16
2015-09-17,1198.08,-1.35,-0.11
2015-09-21,1198.27,0.19,0.02
2015-09-22,1198.52,0.25,0.02
2015-09-23,1199.04,0.52,0.04
2015-09-28,1198.51,-0.53,-0.04
2015-09-29,1198.51,0,0
2015-09-30,1199.32,0.81,0.07
2015-10-01,1199.58,0.26,0.02
2015-10-05,1197.96,-1.62,-0.14
2015-10-07,1196.28,-1.68,-0.14
2015-10-08,1196.55,0.27,0.02
2015-10-12,1198.51,1.96,0.16
2015-10-13,1205.84,7.33,0.61
2015-10-19,1223.19,17.35,1.44
2015-10-20,1225.16,1.97,0.16
2015-10-21,1224.65,-0.51,-0.04
2015-10-22,1224.06,-0.59,-0.05
2015-10-26,1222.34,-1.72,-0.14
2015-10-27,1219.32,-3.02,-0.25
2015-10-28,1218.39,-0.93,-0.08
2015-10-29,1214.95,-3.44,-0.28
2015-11-02,1213.92,-1.03,-0.08
2015-11-03,1214.29,0.37,0.03
2015-11-04,1213.29,-1,-0.08
2015-11-05,1212.89,-0.4,-0.03
2015-11-09,1212.47,-0.42,-0.03
2015-11-10,1212.55,0.08,0.01
2015-11-11,1211.18,-1.37,-0.11
2015-11-12,1210.84,-0.34,-0.03
2015-11-16,1217.53,6.69,0.55
2015-11-17,1216.08,-1.45,-0.12
2015-11-18,1214.58,-1.5,-0.12
2015-11-19,1210.62,-3.96,-0.33
2015-11-23,1209.57,-1.05,-0.09
2015-11-24,1209.57,0,0
2015-11-25,1210.33,0.76,0.06
2015-11-26,1209.87,-0.46,-0.04
2015-11-30,1209.4,-0.47,-0.04
2015-12-01,1209.04,-0.36,-0.03
2015-12-02,1208.17,-0.87,-0.07
2015-12-03,1208.51,0.34,0.03
2015-12-07,1209.08,0.57,0.05
2015-12-08,1209.69,0.61,0.05
2015-12-09,1208.11,-1.58,-0.13
2015-12-10,1210.58,2.47,0.2
2015-12-14,1210.08,-0.5,-0.04
2015-12-15,1209.64,-0.44,-0.04
2015-12-16,1211.33,1.69,0.14
2015-12-17,1216.26,4.93,0.41
2015-12-21,1215.74,-0.52,-0.04
2015-12-22,1213.39,-2.35,-0.19
2015-12-28,1216.89,3.5,0.29
2015-12-29,1223.51,6.62,0.54
2015-12-30,1227.86,4.35,0.36
2016-01-04,1227.72,-0.14,-0.01
2016-01-05,1223.43,-4.29,-0.35
2016-01-06,1221.08,-2.35,-0.19
2016-01-07,1219.01,-2.07,-0.17
2016-01-11,1218.12,-0.89,-0.07
2016-01-12,1216.4,-1.72,-0.14
2016-01-13,1220.43,4.03,0.33
2016-01-14,1220.61,0.18,0.01
2016-01-18,1222.14,1.53,0.13
2016-01-19,1223.12,0.98,0.08
2016-01-20,1232.71,9.59,0.78
2016-01-21,1235.93,3.22,0.26
2016-01-25,1249.37,13.44,1.09
2016-01-26,1252.98,3.61,0.29
2016-01-27,1249,-3.98,-0.32
2016-01-28,1246.09,-2.91,-0.23
2016-02-01,1245.62,-0.47,-0.04
2016-02-02,1249.23,3.61,0.29
2016-02-03,1256.79,7.56,0.61
2016-02-04,1273.78,16.99,1.35
2016-02-08,1270.1,-3.68,-0.29
2016-02-09,1273.54,3.44,0.27
2016-02-10,1281.29,7.75,0.61
2016-02-11,1283.03,1.74,0.14
2016-02-15,1285.71,2.68,0.21
2016-02-16,1304.85,19.14,1.49
2016-02-17,1325.41,20.56,1.58
2016-02-18,1330.29,4.88,0.37
2016-02-22,1351.97,21.68,1.63
2016-02-23,1369.33,17.36,1.28
2016-02-24,1387.25,17.92,1.31
2016-02-25,1389.13,1.88,0.14
2016-02-29,1383.69,-5.44,-0.39
2016-03-01,1379.91,-3.78,-0.27
2016-03-02,1371.69,-8.22,-0.6
2016-03-03,1364.72,-6.97,-0.51
2016-03-07,1364.49,-0.23,-0.02
2016-03-08,1363.61,-0.88,-0.06
2016-03-09,1361.51,-2.1,-0.15
2016-03-10,1359.79,-1.72,-0.13
2016-03-14,1359.65,-0.14,-0.01
2016-03-15,1367.05,7.4,0.54
2016-03-16,1381.49,14.44,1.06
2016-03-17,1391.86,10.37,0.75
2016-03-22,1386.86,-5,-0.36
2016-03-23,1381.7,-5.16,-0.37
2016-03-24,1388.44,6.74,0.49
2016-03-28,1408.04,19.6,1.41
2016-03-29,1415.79,7.75,0.55
2016-03-30,1434.95,19.16,1.35
2016-03-31,1440.13,5.18,0.36
2016-04-04,1434.55,-5.58,-0.39
2016-04-05,1432.13,-2.42,-0.17
2016-04-06,1435.3,3.17,0.22
2016-04-07,1448.87,13.57,0.95
2016-04-11,1468.3,19.43,1.34
2016-04-12,1490.34,22.04,1.5
2016-04-13,1493.53,3.19,0.21
2016-04-14,1510.92,17.39,1.16
2016-04-18,1538.55,27.63,1.83
2016-04-19,1559.05,20.5,1.33
2016-04-20,1577.95,18.9,1.21
2016-04-21,1575.95,-2,-0.13
2016-04-25,1568.19,-7.76,-0.49
2016-04-26,1568.35,0.16,0.01
2016-04-27,1568.75,0.4,0.03
2016-04-28,1560.8,-7.95,-0.51
2016-05-02,1556.55,-4.25,-0.27
2016-05-03,1549.5,-7.05,-0.45
2016-05-04,1549.5,0,0
2016-05-05,1540.21,-9.29,-0.6
2016-05-09,1529.26,-10.95,-0.71
2016-05-10,1527.03,-2.23,-0.15
2016-05-11,1525.71,-1.32,-0.09
2016-05-12,1522.09,-3.62,-0.24
2016-05-16,1515.96,-6.13,-0.4
2016-05-17,1510.81,-5.15,-0.34
2016-05-18,1506.55,-4.26,-0.28
2016-05-19,1505.53,-1.02,-0.07
2016-05-23,1502.11,-3.42,-0.23
2016-05-24,1503.94,1.83,0.12
2016-05-25,1501.54,-2.4,-0.16
2016-05-26,1499.08,-2.46,-0.16
2016-05-30,1494.31,-4.77,-0.32
2016-05-31,1495.1,0.79,0.05
2016-06-01,1489.87,-5.23,-0.35
2016-06-02,1481.81,-8.06,-0.54
2016-06-06,1474.64,-7.17,-0.48
2016-06-07,1472.44,-2.2,-0.15
2016-06-08,1475.13,2.69,0.18
2016-06-09,1483.23,8.1,0.55
2016-06-13,1480.76,-2.47,-0.17
2016-06-14,1491.71,10.95,0.74
2016-06-15,1485.6,-6.11,-0.41
2016-06-16,1483.99,-1.61,-0.11
2016-06-20,1483.13,-0.86,-0.06
2016-06-21,1483.61,0.48,0.03
2016-06-22,1478.74,-4.87,-0.33
2016-06-23,1478.42,-0.32,-0.02
2016-06-27,1482.31,3.89,0.26
2016-06-28,1478.26,-4.05,-0.27
2016-06-29,1474.6,-3.66,-0.25
2016-06-30,1468.78,-5.82,-0.39
2016-07-04,1464.79,-3.99,-0.27
2016-07-05,1462.4,-2.39,-0.16
2016-07-11,1459.53,-2.87,-0.2
2016-07-12,1460.36,0.83,0.06
2016-07-13,1457.14,-3.22,-0.22
2016-07-14,1454.88,-2.26,-0.16
2016-07-18,1454.21,-0.67,-0.05
2016-07-19,1452.98,-1.23,-0.08
2016-07-20,1455.13,2.15,0.15
2016-07-21,1458.11,2.98,0.2
2016-07-25,1461.08,2.97,0.2
2016-07-26,1461.72,0.64,0.04
2016-07-27,1470.02,8.3,0.57
2016-07-28,1477.42,7.4,0.5
2016-08-01,1499.27,21.85,1.48
2016-08-02,1516.85,17.58,1.17
2016-08-03,1521.84,4.99,0.33
2016-08-04,1514.87,-6.97,-0.46
2016-08-08,1506.77,-8.1,-0.53
2016-08-09,1499.1,-7.67,-0.51
2016-08-10,1499.47,0.37,0.02
2016-08-11,1505.92,6.45,0.43
2016-08-15,1507.9,1.98,0.13
2016-08-16,1511.93,4.03,0.27
2016-08-17,1511.43,-0.5,-0.03
2016-08-18,1510.79,-0.64,-0.04
2016-08-22,1514.18,3.39,0.22
2016-08-23,1514.28,0.1,0.01
2016-08-24,1510.83,-3.45,-0.23
2016-08-25,1512.71,1.88,0.12
2016-08-29,1507.63,-5.08,-0.34
2016-08-30,1506.66,-0.97,-0.06
2016-08-31,1507.89,1.23,0.08
2016-09-01,1510.68,2.79,0.19
2016-09-05,1513.77,3.09,0.2
2016-09-06,1511.63,-2.14,-0.14
2016-09-07,1507.38,-4.25,-0.28
2016-09-08,1507.38,0,0
2016-09-19,1509.79,2.41,0.16
2016-09-20,1506.47,-3.32,-0.22
2016-09-21,1500.48,-5.99,-0.4
2016-09-22,1500.67,0.19,0.01
2016-09-26,1499.82,-0.85,-0.06
2016-09-27,1501.54,1.72,0.11
2016-09-28,1509.99,8.45,0.56
2016-09-29,1511.21,1.22,0.08
2016-10-03,1511.89,0.68,0.04
2016-10-04,1508.91,-2.98,-0.2
2016-10-05,1508.91,0,0
2016-10-10,1501.13,-7.78,-0.52
2016-10-11,1500.63,-0.5,-0.03
2016-10-12,1494.79,-5.84,-0.39
2016-10-13,1492.07,-2.72,-0.18
2016-10-17,1490.24,-1.83,-0.12
2016-10-18,1488.42,-1.82,-0.12
2016-10-19,1490.05,1.63,0.11
2016-10-20,1491.12,1.07,0.07
2016-10-24,1486.77,-4.35,-0.29
2016-10-25,1484.83,-1.94,-0.13
2016-10-26,1481.86,-2.97,-0.2
2016-10-27,1481.25,-0.61,-0.04
2016-10-31,1478.98,-2.27,-0.15
2016-11-01,1478.06,-0.92,-0.06
2016-11-02,1478.59,0.53,0.04
2016-11-03,1478.99,0.4,0.03
2016-11-07,1481.01,2.02,0.14
2016-11-08,1478.92,-2.09,-0.14
2016-11-09,1477.35,-1.57,-0.11
2016-11-10,1476.95,-0.4,-0.03
2016-11-14,1477.02,0.07,0
2016-11-15,1477.93,0.91,0.06
2016-11-16,1478.28,0.35,0.02
2016-11-17,1481.03,2.75,0.19
2016-11-21,1480.6,-0.43,-0.03
2016-11-22,1481.95,1.35,0.09
2016-11-23,1486.51,4.56,0.31
2016-11-24,1491.21,4.7,0.32
2016-11-28,1493.67,2.46,0.16
2016-11-29,1504.39,10.72,0.72
2016-11-30,1502.74,-1.65,-0.11
2016-12-01,1499.38,-3.36,-0.22
2016-12-05,1501.53,2.15,0.14
2016-12-06,1511.76,10.23,0.68
2016-12-07,1518.04,6.28,0.42
2016-12-08,1528.63,10.59,0.7
2016-12-12,1535.03,6.4,0.42
2016-12-13,1556.11,21.08,1.37
2016-12-14,1584.4,28.29,1.82
2016-12-15,1611.98,27.58,1.74
2016-12-19,1643.77,31.79,1.97
2016-12-20,1638.03,-5.74,-0.35
2016-12-21,1624.01,-14.02,-0.86
2016-12-22,1610.21,-13.8,-0.85
2016-12-26,1609.21,-1,-0.06
2016-12-27,1607.55,-1.66,-0.1
2016-12-28,1616.36,8.81,0.55
2016-12-29,1617.52,1.16,0.07
2017-01-02,1641.22,23.7,1.47
2017-01-03,1680.47,39.25,2.39
2017-01-04,1687.91,7.44,0.44
2017-01-05,1677.24,-10.67,-0.63
2017-01-09,1702.9,25.66,1.53
2017-01-10,1740.4,37.5,2.2
2017-01-11,1790.46,50.06,2.88
2017-01-12,1840.25,49.79,2.78
2017-01-16,1894,53.75,2.92
2017-01-17,1951.87,57.87,3.06
2017-01-18,1994.76,42.89,2.2
2017-01-19,1979.04,-15.72,-0.79
2017-01-23,2033.12,54.08,2.73
2017-01-24,2092.7,59.58,2.93
2017-01-25,2136.45,43.75,2.09
2017-01-26,2183.21,46.76,2.19
2017-01-30,2238.32,55.11,2.52
2017-01-31,2295.48,57.16,2.55
2017-02-01,2363.77,68.29,2.97
2017-02-02,2445,81.23,3.44
2017-02-06,2516.54,71.54,2.93
2017-02-07,2606.03,89.49,3.56
2017-02-08,2621.45,15.42,0.59
2017-02-09,2611.45,-10,-0.38
2017-02-13,2607.09,-4.36,-0.17
2017-02-14,2598.51,-8.58,-0.33
2017-02-15,2587.96,-10.55,-0.41
2017-02-16,2583.86,-4.1,-0.16
2017-02-20,2573.8,-10.06,-0.39
2017-02-21,2614.74,40.94,1.59
2017-02-22,2692.45,77.71,2.97
2017-02-23,2711.13,18.68,0.69
2017-02-27,2696.29,-14.84,-0.55
2017-02-28,2717.37,21.08,0.78
2017-03-01,2716.49,-0.88,-0.03
2017-03-02,2748.82,32.33,1.19
2017-03-06,2828.65,79.83,2.9
2017-03-07,2846.36,17.71,0.63
2017-03-08,2824.41,-21.95,-0.77
2017-03-09,2823.16,-1.25,-0.04
2017-03-13,2862.93,39.77,1.41
2017-03-14,2907,44.07,1.54
2017-03-15,2918.56,11.56,0.4
2017-03-16,2951.1,32.54,1.11
2017-03-20,2952.92,1.82,0.06
2017-03-22,2954.81,1.89,0.06
2017-03-23,2976.28,21.47,0.73
2017-03-27,2997.65,21.37,0.72
2017-03-28,3003.01,5.36,0.18
2017-03-29,3029.41,26.4,0.88
2017-03-30,3065.72,36.31,1.2
2017-04-03,3107.09,41.37,1.35
2017-04-04,3145.09,38,1.22
2017-04-05,3173.21,28.12,0.89
2017-04-06,3146.52,-26.69,-0.84
2017-04-10,3125.07,-21.45,-0.68
2017-04-11,3113.46,-11.61,-0.37
2017-04-12,3107.75,-5.71,-0.18
2017-04-13,3114.25,6.5,0.21
2017-04-18,3103.88,-10.37,-0.33
2017-04-19,3094.81,-9.07,-0.29
2017-04-20,3117.35,22.54,0.73
2017-04-23,3107.25,-10.1,-0.32
2017-04-24,3119.99,12.74,0.41
2017-04-25,3121.15,1.16,0.04
2017-04-26,3115.95,-5.2,-0.17
2017-04-27,3129.41,13.46,0.43
2017-05-02,3129.02,-0.39,-0.01
2017-05-03,3123.49,-5.53,-0.18
2017-05-04,3133.5,10.01,0.32
2017-05-07,3175.72,42.22,1.35
2017-05-08,3161.68,-14.04,-0.44
2017-05-09,3140.36,-21.32,-0.67
2017-05-10,3113.51,-26.85,-0.85
2017-05-11,3114.93,1.42,0.05
2017-05-14,3112.01,-2.92,-0.09
2017-05-15,3102.09,-9.92,-0.32
2017-05-16,3106.96,4.87,0.16
2017-05-17,3095.7,-11.26,-0.36
2017-05-18,3081.7,-14,-0.45
2017-05-21,3075.01,-6.69,-0.22
2017-05-22,3057.19,-17.82,-0.58
2017-05-23,3050.75,-6.44,-0.21
2017-05-24,3039.56,-11.19,-0.37
2017-05-25,3032.14,-7.42,-0.24
2017-05-28,3013.34,-18.8,-0.62
2017-05-29,2995.7,-17.64,-0.59
2017-05-30,2980.39,-15.31,-0.51
2017-05-31,2969.61,-49.9,-1.65
2017-06-01,2963.79,-5.82,-0.2
2017-06-04,2963.79,0,0
2017-06-05,2945.78,-18.01,-0.61
2017-06-06,2939.98,-5.8,-0.2
2017-06-07,2938.73,-1.25,-0.04
2017-06-08,2934.81,-3.92,-0.13
2017-06-11,2936.78,1.97,0.07
2017-06-12,2937.28,0.5,0.02
2017-06-13,2938.36,1.08,0.04
2017-06-14,2914.3,-24.06,-0.82
2017-06-15,2896.09,-18.21,-0.62
2017-06-18,2886.61,-9.48,-0.33
2017-06-19,2868.92,-17.69,-0.61
2017-06-20,2860.42,-8.5,-0.3
2017-06-21,2863.32,2.9,0.1
2017-06-22,2849.05,-14.27,-0.5
2017-07-02,2834.32,-14.73,-0.52
2017-07-03,2815.74,-18.58,-0.66
2017-07-04,2800.05,-15.69,-0.56
2017-07-05,2791.33,-8.72,-0.31
2017-07-06,2813.76,22.43,0.8
2017-07-09,2859.79,46.03,1.64
2017-07-10,2896.59,36.8,1.29
2017-07-11,2941.94,45.35,1.57
2017-07-12,2978.74,36.8,1.25
2017-07-13,3000.96,22.22,0.75
2017-07-16,2979.38,-21.58,-0.72
2017-07-17,2954.74,-24.64,-0.83
2017-07-18,2936.22,-18.52,-0.63
2017-07-19,2939.09,2.87,0.1
2017-07-20,2980.36,41.27,1.4
2017-07-23,3001.05,20.69,0.69
2017-07-24,2978.68,-22.37,-0.75
2017-07-25,2956.58,-22.1,-0.74
2017-07-26,2939.38,-17.2,-0.58
2017-07-27,2919.3,-20.08,-0.68
2017-07-30,2912.2,-7.1,-0.24
2017-07-31,2934.28,22.08,0.76
2017-08-01,2917.98,-16.3,-0.56
2017-08-02,2904.87,-13.11,-0.45
2017-08-03,2898.5,-6.37,-0.22
2017-08-06,2910.73,12.23,0.42
2017-08-07,2929,18.27,0.63
2017-08-08,2937.14,8.14,0.28
2017-08-09,2953.32,16.18,0.55
2017-08-10,2955.74,2.42,0.08
2017-08-13,2953.63,-2.11,-0.07
2017-08-14,2956.83,3.2,0.11
2017-08-15,2943.94,-12.89,-0.44
2017-08-16,2931.05,-12.89,-0.44
2017-08-17,2949.94,18.89,0.64
2017-08-20,2963.41,13.47,0.46
2017-08-21,2953.37,-10.04,-0.34
2017-08-22,2941.62,-11.75,-0.4
2017-08-23,2924.18,-17.44,-0.59
2017-08-24,2929.58,5.4,0.18
2017-08-27,2941.54,11.96,0.41
2017-08-28,2938.67,-2.87,-0.1
2017-08-29,2968.05,29.38,1
2017-08-30,2970.91,2.86,0.1
2017-08-31,2978.26,7.35,0.25
2017-09-05,3010.88,32.62,1.1
2017-09-06,3050.24,39.36,1.31
2017-09-07,3070.24,20,0.66
2017-09-10,3085.59,15.35,0.5
2017-09-11,3080.43,-5.16,-0.17
2017-09-12,3101.85,21.42,0.7
2017-09-13,3120.67,18.82,0.61
2017-09-14,3128.34,7.67,0.25
2017-09-17,3127.48,-0.86,-0.03
2017-09-18,3140.36,12.88,0.41
2017-09-19,3141.34,0.98,0.03
2017-09-20,3150.43,9.09,0.29
2017-09-24,3156.33,5.9,0.19
2017-09-25,3171.2,14.87,0.47
2017-09-26,3186.25,15.05,0.47
2017-09-27,3226.74,40.49,1.27
2017-09-28,3252.89,26.15,0.81
2017-10-01,3292.94,40.05,1.23
2017-10-02,3371.55,78.61,2.39
2017-10-03,3402.7,31.15,0.92
2017-10-04,3442.07,39.37,1.16
2017-10-05,3488.82,46.75,1.36
2017-10-08,3522.75,33.93,0.97
2017-10-09,3519.4,-3.35,-0.1
2017-10-10,3487.17,-32.23,-0.92
2017-10-11,3470.14,-17.03,-0.49
2017-10-12,3491.48,21.34,0.61
2017-10-15,3555.4,63.92,1.83
2017-10-16,3640.37,84.97,2.39
2017-10-17,3739.84,99.47,2.73
2017-10-18,3881.53,141.69,3.79
2017-10-19,4008.56,127.03,3.27
2017-10-22,4082.09,73.53,1.83
2017-10-23,4055.57,-26.52,-0.65
2017-10-24,4046.24,-9.33,-0.23
2017-10-25,4007.13,-39.11,-0.97
2017-10-26,3997.56,-9.57,-0.24
2017-10-29,4020.83,23.27,0.58
2017-10-30,4076.54,55.71,1.39
2017-10-31,4121.61,45.07,1.11
2017-11-01,4110.83,-10.78,-0.26
2017-11-02,4104.21,-6.62,-0.16
2017-11-05,4128.05,23.84,0.58
2017-11-06,4146.36,18.31,0.44
2017-11-07,4162.64,16.28,0.39
2017-11-08,4184.08,21.44,0.52
2017-11-09,4190.15,6.07,0.15
2017-11-12,4184.41,-5.74,-0.14
2017-11-13,4142.58,-41.83,-1
2017-11-14,4150.16,7.58,0.18
2017-11-15,4184.7,34.54,0.83
2017-11-16,4247.17,62.47,1.49
2017-11-19,4277.84,30.67,0.72
2017-11-20,4292.74,14.9,0.35
2017-11-21,4304.84,12.1,0.28
2017-11-22,4295.31,-9.53,-0.22
2017-11-23,4350.34,55.03,1.28
2017-11-26,4408.17,57.83,1.33
2017-11-27,4527.65,119.48,2.71
2017-11-28,4662.87,135.22,2.99
2017-11-29,4658.25,-4.62,-0.1
2017-12-03,4715.33,57.08,1.23
2017-12-04,4790.64,75.31,1.6
2017-12-05,4832.74,42.1,0.88
2017-12-06,4963.78,131.04,2.71
2017-12-07,5098.84,135.06,2.72
2017-12-10,5255.75,156.91,3.08
2017-12-11,5393.86,138.11,2.63
2017-12-12,5468.76,74.9,1.39
2017-12-13,5488.29,19.53,0.36
2017-12-14,5429.84,-58.45,-1.06
2017-12-17,5466.26,36.42,0.67
2017-12-18,5542.6,76.34,1.4
2017-12-19,5594.22,51.62,0.93
2017-12-20,5582.84,-11.38,-0.2
2017-12-21,5589.45,6.61,0.12
2017-12-26,5699.55,110.1,1.97
2017-12-27,5835.52,135.97,2.39
2017-12-28,5982.74,147.22,2.52
2018-01-02,5954.93,-27.81,-0.46
2018-01-03,5907.15,-47.78,-0.8
2018-01-04,5904.72,-2.43,-0.04
2018-01-07,5849.22,-55.5,-0.94
2018-01-08,5822.3,-26.92,-0.46
2018-01-09,5822.17,-0.13,0
2018-01-10,5852.01,29.84,0.51
2018-01-11,5849.35,-2.66,-0.05
2018-01-14,5942.2,92.85,1.59
2018-01-15,5920.19,-22.01,-0.37
2018-01-16,5924.46,4.27,0.07
2018-01-17,5916.04,-8.42,-0.14
2018-01-18,5897.41,-18.63,-0.31
2018-01-21,5895.87,-1.54,-0.03
2018-01-22,5898.09,2.22,0.04
2018-01-23,5881.43,-16.66,-0.28
2018-01-24,5862.57,-18.86,-0.32
2018-01-25,5849.41,-13.16,-0.22
2018-01-28,5817.44,-31.97,-0.55
2018-01-29,5813.54,-3.9,-0.07
2018-01-30,5809.45,-4.09,-0.07
2018-01-31,5919.64,110.19,1.9
2018-02-01,5984.77,65.13,1.1
2018-02-04,5973.72,-11.05,-0.18
2018-02-05,5977.63,3.91,0.07
2018-02-06,5978.22,0.59,0.01
2018-02-07,5951.88,-26.34,-0.44
2018-02-08,5947.2,-4.68,-0.08
2018-02-11,5917.78,-29.42,-0.49
2018-02-12,5862.43,-55.35,-0.94
2018-02-13,5817.96,-44.47,-0.76
2018-02-14,5828.53,10.57,0.18
2018-02-15,5881.46,52.93,0.91
2018-02-18,5995.93,114.47,1.95
2018-02-19,6120.22,124.29,2.07
2018-02-20,6207.35,87.13,1.42
2018-02-21,6272.2,64.85,1.04
2018-02-22,6221.29,-50.91,-0.81
2018-02-25,6202.33,-18.96,-0.3
2018-02-26,6228.08,25.75,0.42
2018-02-27,6221.32,-6.76,-0.11
2018-02-28,6249.61,28.29,0.45
2018-03-01,6213.83,-35.78,-0.57
2018-03-04,6250.76,36.93,0.59
2018-03-05,6294.31,43.55,0.7
2018-03-06,6244.42,-49.89,-0.79
2018-03-07,6195.72,-48.7,-0.78
2018-03-08,6167.46,-28.26,-0.46
2018-03-11,6214.61,47.15,0.76
2018-03-12,6188.14,-26.47,-0.43
2018-03-13,6135.99,-52.15,-0.84
2018-03-14,6090.45,-45.54,-0.74
2018-03-15,6067.28,-23.17,-0.38
2018-03-18,6022.18,-45.1,-0.74
2018-03-19,6000.32,-21.86,-0.36
