"Date","Price","Open","High","Low","Vol.","Change %"
"10/21/2019","46,005.59","46,665.85","46,958.89","45,438.92","","-1.41%"
"10/18/2019","46,665.85","49,011.30","49,165.76","46,665.85","","-4.79%"
"10/17/2019","49,011.30","50,027.36","50,027.36","49,011.03","","-2.03%"
"10/16/2019","50,027.36","51,073.71","51,108.00","49,858.23","","-2.05%"
"10/15/2019","51,073.71","51,182.02","51,473.70","50,708.19","","-0.21%"
"10/14/2019","51,182.02","51,782.03","51,782.03","51,015.55","","-1.16%"
"10/11/2019","51,782.03","52,693.42","52,803.57","51,416.46","","-1.73%"
"10/10/2019","52,693.42","52,777.46","52,867.34","52,491.27","","-0.16%"
"10/09/2019","52,777.46","50,718.06","52,777.46","50,718.06","","4.06%"
"10/08/2019","50,718.06","49,633.87","50,718.06","49,633.87","","2.18%"
"10/07/2019","49,633.87","49,080.14","49,706.68","48,776.63","","1.13%"
"10/04/2019","49,080.14","47,289.88","49,824.70","47,289.88","","3.79%"
"10/03/2019","47,289.88","47,532.78","47,636.87","47,011.74","","-0.51%"
"10/02/2019","47,532.78","48,701.24","48,750.57","46,881.71","","-2.40%"
"10/01/2019","48,701.24","48,856.03","49,133.68","48,490.32","","-0.32%"
"09/30/2019","48,856.03","50,041.31","50,100.34","48,653.41","","-2.37%"
"09/27/2019","50,041.31","50,027.58","51,042.77","49,739.21","","0.03%"
"09/26/2019","50,027.58","50,446.36","50,485.12","49,881.27","","-0.83%"
"09/25/2019","50,446.36","50,737.74","50,762.25","49,484.87","","-0.57%"
"09/24/2019","50,737.74","52,152.92","52,242.09","50,671.37","","-2.71%"
"09/23/2019","52,152.92","50,094.05","52,153.61","50,078.85","","4.11%"
"09/20/2019","50,094.05","48,061.26","50,107.04","47,670.58","","4.23%"
"09/19/2019","48,061.26","50,330.50","50,486.38","47,158.22","","-4.51%"
"09/18/2019","50,330.50","53,618.39","54,585.61","50,274.33","","-6.13%"
"09/17/2019","53,618.39","55,768.93","56,621.34","53,614.84","","-3.86%"
"09/13/2019","55,768.93","59,166.63","59,361.81","55,753.73","","-5.74%"
"09/12/2019","59,166.63","60,554.32","60,981.29","58,197.41","","-2.29%"
"09/11/2019","60,554.32","61,085.03","61,582.23","60,438.32","","-0.87%"
"09/10/2019","61,085.03","60,990.52","62,026.69","60,990.52","","0.15%"
"09/09/2019","60,990.52","61,829.11","61,896.81","60,962.36","","-1.36%"
"09/06/2019","61,829.11","62,004.30","62,435.89","61,719.41","","-0.28%"
"09/05/2019","62,004.30","55,056.65","66,458.16","55,014.59","","12.62%"
"09/04/2019","55,056.66","56,020.79","56,739.20","55,056.66","","-1.72%"
"09/03/2019","56,020.79","56,574.99","57,121.55","55,419.96","","-0.98%"
"09/02/2019","56,574.99","55,583.02","57,457.36","55,544.64","","1.78%"
"08/30/2019","55,583.02","52,340.74","55,583.02","51,839.97","","6.19%"
"08/29/2019","52,340.74","49,680.50","52,843.03","49,680.50","","5.35%"
"08/28/2019","49,680.50","48,540.65","49,700.04","48,540.65","","2.35%"
"08/27/2019","48,540.65","45,186.26","50,633.14","45,186.26","","7.42%"
"08/26/2019","45,186.26","45,196.02","45,638.10","45,109.00","","-0.02%"
"08/23/2019","45,196.02","45,554.68","45,656.06","44,993.07","","-0.79%"
"08/22/2019","45,554.68","44,676.83","45,920.75","44,676.83","","1.96%"
"08/21/2019","44,676.83","44,555.70","44,750.15","44,031.55","","0.27%"
"08/20/2019","44,555.70","43,965.84","44,606.74","43,774.99","","1.34%"
"08/16/2019","43,965.84","43,454.23","44,309.02","43,410.41","","1.18%"
"08/15/2019","43,454.23","44,573.02","44,614.14","43,281.15","","-2.51%"
"08/14/2019","44,573.02","42,701.46","45,158.96","42,701.46","","4.38%"
"08/13/2019","42,701.46","41,545.92","42,751.32","41,545.92","","2.78%"
"08/12/2019","41,545.92","40,439.29","43,131.01","40,437.74","","2.74%"
"08/09/2019","40,439.29","36,716.95","40,452.92","36,700.44","","10.14%"
"08/08/2019","36,716.95","36,682.79","37,573.05","36,577.42","","0.09%"
"08/07/2019","36,682.79","35,149.04","38,306.31","35,133.24","","4.36%"
"08/06/2019","35,149.04","30,443.16","35,171.16","30,443.16","","15.46%"
"08/05/2019","30,443.16","28,667.35","30,443.16","28,667.35","","6.19%"
"08/02/2019","28,667.35","26,701.72","28,965.06","26,701.72","","7.36%"
"08/01/2019","26,701.72","25,788.69","26,709.37","25,788.69","","3.54%"
"07/31/2019","25,788.69","25,207.59","26,152.28","25,207.25","","2.31%"
"07/30/2019","25,207.59","24,919.52","25,207.88","24,873.99","","1.16%"
"07/29/2019","24,919.52","25,020.45","25,096.26","24,740.64","","-0.40%"
"07/26/2019","25,020.45","24,836.96","25,276.87","24,834.92","","0.74%"
"07/25/2019","24,836.96","24,857.84","25,087.91","24,809.18","","-0.08%"
"07/22/2019","24,857.84","24,235.12","24,869.83","24,227.19","","2.57%"
"07/19/2019","24,235.12","24,404.82","24,420.90","24,216.95","","-0.70%"
"07/18/2019","24,404.82","24,200.00","24,521.31","24,108.96","","0.85%"
"07/17/2019","24,200.00","21,859.15","24,291.64","21,859.15","","10.71%"
"07/16/2019","21,859.15","20,625.67","21,945.22","20,625.67","","5.98%"
"07/15/2019","20,625.67","20,339.38","20,753.18","20,193.70","","1.60%"
"07/12/2019","20,300.76","19,976.56","20,341.95","19,888.48","","1.62%"
"07/11/2019","19,976.56","19,513.84","19,976.56","19,505.24","","2.37%"
"07/10/2019","19,513.84","19,516.10","19,617.61","19,484.62","","-0.01%"
"07/09/2019","19,516.10","19,190.19","19,655.90","19,171.37","","1.70%"
"07/08/2019","19,190.19","19,086.85","19,311.88","18,996.05","","0.54%"
"07/04/2019","19,086.85","19,077.12","19,188.77","19,037.32","","0.05%"
"07/03/2019","19,077.12","18,349.70","19,077.12","18,327.61","","3.96%"
"07/02/2019","18,349.70","18,614.33","18,681.23","18,197.31","","-1.42%"
"07/01/2019","18,614.33","18,453.85","18,628.52","18,453.85","","0.87%"
"06/28/2019","18,453.85","17,296.87","18,556.07","17,296.87","","6.69%"
"06/27/2019","17,296.87","16,630.39","17,324.30","16,630.39","","4.01%"
"06/26/2019","16,630.39","16,311.48","16,648.43","16,290.28","","1.96%"
"06/25/2019","16,311.48","16,072.07","16,314.92","16,072.07","","1.49%"
"06/21/2019","16,072.07","15,704.22","16,083.05","15,704.22","","2.34%"
"06/20/2019","15,704.22","15,547.91","15,704.22","15,488.30","","1.01%"
"06/19/2019","15,547.91","15,304.96","15,617.49","15,304.96","","1.59%"
"06/18/2019","15,304.96","15,250.96","15,434.47","15,250.96","","0.35%"
"06/14/2019","15,250.96","14,486.28","15,250.96","14,486.28","","5.28%"
"06/13/2019","14,486.28","13,746.42","14,486.28","13,746.42","","5.38%"
"06/12/2019","13,746.42","13,397.89","13,746.42","13,339.65","","2.60%"
"06/11/2019","13,397.89","13,571.37","13,585.99","13,397.89","","-1.28%"
"06/10/2019","13,571.37","14,162.87","14,191.95","13,499.27","","-4.18%"
"06/07/2019","14,162.87","14,491.76","14,583.60","14,162.87","","-2.27%"
"06/06/2019","14,491.76","14,938.76","14,948.16","14,263.42","","-2.99%"
"06/05/2019","14,938.76","15,581.13","15,581.13","14,938.76","","-4.12%"
"06/04/2019","15,581.13","15,791.62","16,005.99","15,533.31","","-1.33%"
"05/31/2019","15,791.62","15,995.55","16,026.35","15,665.99","","-1.27%"
"05/30/2019","15,995.55","15,842.46","16,270.46","15,842.46","","0.97%"
"05/29/2019","15,842.46","15,730.88","15,851.13","15,730.88","","0.71%"
"05/28/2019","15,730.88","15,753.54","16,061.75","15,671.52","","-0.14%"
"05/27/2019","15,753.54","15,665.22","15,843.15","15,625.10","","0.56%"
"05/24/2019","15,665.22","15,541.71","15,704.33","15,541.71","","0.79%"
"05/23/2019","15,541.71","15,737.45","15,765.44","15,536.57","","-1.24%"
"05/22/2019","15,737.45","16,465.62","16,570.22","15,667.43","","-4.42%"
"05/21/2019","16,465.62","17,076.94","17,106.06","16,176.45","","-3.58%"
"05/20/2019","17,076.94","16,473.65","17,092.29","16,203.13","","3.66%"
"05/17/2019","16,473.65","16,214.23","16,473.65","16,078.90","","1.60%"
"05/16/2019","16,214.23","15,976.95","16,245.81","15,970.53","","1.49%"
"05/15/2019","15,976.95","16,114.27","16,345.46","15,906.07","","-0.85%"
"05/14/2019","16,114.27","16,148.36","16,257.02","16,070.68","","-0.21%"
"05/13/2019","16,148.36","16,553.72","16,802.43","16,074.77","","-2.45%"
"05/10/2019","16,553.72","15,811.14","16,649.52","15,811.14","","4.70%"
"05/09/2019","15,811.14","15,277.27","15,877.84","15,133.00","","3.49%"
"05/08/2019","15,277.27","14,093.18","15,277.27","14,072.62","","8.40%"
"05/07/2019","14,093.18","15,125.70","15,125.70","14,078.55","","-6.83%"
"05/06/2019","15,125.70","16,640.99","16,844.04","15,120.13","","-9.11%"
"05/03/2019","16,640.99","16,942.11","17,119.61","16,433.38","","-1.78%"
"05/02/2019","16,942.11","17,775.65","17,961.51","16,935.59","","-4.69%"
"04/29/2019","17,775.65","17,070.18","18,251.72","17,065.97","","4.13%"
"04/26/2019","17,070.18","15,089.31","17,070.18","15,089.31","","13.13%"
"04/25/2019","15,089.31","14,788.11","15,089.76","14,567.34","","2.04%"
"04/24/2019","14,788.11","14,674.00","15,524.70","14,672.93","","0.78%"
"04/23/2019","14,674.00","11,816.82","14,684.67","11,816.82","","24.18%"
"04/22/2019","11,816.82","10,318.79","11,982.76","10,318.79","","14.52%"
"04/12/2019","10,318.79","9,257.70","10,318.79","9,253.39","","11.46%"
"04/11/2019","9,257.70","8,667.34","9,273.04","8,647.87","","6.81%"
"04/10/2019","8,667.34","8,494.06","8,698.92","8,419.79","","2.04%"
"04/09/2019","8,494.06","8,683.96","8,770.23","8,487.30","","-2.19%"
"04/08/2019","8,683.96","8,833.81","8,884.75","8,627.83","","-1.70%"
"04/05/2019","8,833.81","8,597.59","8,834.02","8,597.59","","2.75%"
"04/04/2019","8,597.59","8,554.78","8,993.21","8,554.78","","0.50%"
"04/03/2019","8,554.78","8,425.19","8,661.45","8,425.19","","1.54%"
"04/02/2019","8,425.19","8,249.07","8,543.12","8,181.35","","2.14%"
"04/01/2019","8,249.07","8,567.89","8,696.39","8,175.35","","-3.72%"
"03/29/2019","8,567.89","8,961.15","9,064.99","8,405.89","","-4.39%"
"03/25/2019","8,961.15","9,487.81","9,651.74","8,870.13","","-5.55%"
"03/22/2019","9,487.81","9,512.15","9,607.87","9,433.42","","-0.26%"
"03/21/2019","9,512.15","9,394.80","9,679.03","9,394.80","","1.25%"
"03/20/2019","9,394.80","8,873.44","9,432.73","8,693.73","","5.88%"
"03/18/2019","8,873.44","8,582.13","8,875.76","8,414.27","","3.39%"
"03/15/2019","8,582.13","8,194.59","8,981.58","8,194.59","","4.73%"
"03/14/2019","8,194.59","9,837.64","9,854.92","7,953.38","","-16.70%"
"03/07/2019","9,837.64","10,104.29","10,240.02","9,758.97","","-2.64%"
"03/06/2019","10,104.29","10,516.31","10,802.75","9,983.92","","-3.92%"
"02/28/2019","10,516.31","9,085.40","11,100.49","9,085.40","","0.00%"
"02/27/2019","10,516.31","9,085.40","11,100.49","9,085.40","","15.75%"
"02/26/2019","9,085.40","7,839.10","9,085.40","7,839.10","","15.90%"
"02/25/2019","7,839.10","6,966.75","7,894.29","6,868.53","","12.52%"
"02/22/2019","6,966.75","5,596.29","6,966.75","5,551.20","","24.49%"
"02/21/2019","5,596.29","5,314.51","5,596.29","5,314.51","","5.30%"
"02/20/2019","5,314.51","5,232.46","5,355.64","5,203.29","","1.57%"
"02/19/2019","5,232.46","5,055.88","5,415.70","5,055.88","","3.49%"
"02/18/2019","5,055.88","5,056.92","5,122.91","5,016.49","","-0.02%"
"02/15/2019","5,056.92","4,640.24","5,056.93","4,616.52","","8.98%"
"02/14/2019","4,640.24","4,812.96","4,812.96","4,608.02","","-3.59%"
"02/13/2019","4,812.96","4,998.63","5,251.36","4,792.64","","-3.71%"
"02/12/2019","4,998.63","5,117.34","5,221.31","4,991.99","","-2.32%"
"02/11/2019","5,117.34","5,525.24","5,552.41","5,117.34","","-7.38%"
"02/08/2019","5,525.24","5,699.80","5,767.99","5,525.24","","-3.06%"
"02/07/2019","5,699.80","5,566.58","5,860.67","5,539.06","","2.39%"
"02/06/2019","5,566.58","5,580.27","5,735.83","5,566.58","","-0.25%"
"02/05/2019","5,580.27","5,100.23","5,624.41","5,100.23","","9.41%"
"02/04/2019","5,100.23","5,286.40","5,321.78","5,033.28","","-3.52%"
"02/01/2019","5,286.40","5,436.77","5,633.93","5,224.92","","-2.77%"
"01/31/2019","5,436.77","5,764.13","5,868.48","5,436.77","","-5.68%"
"01/30/2019","5,764.13","6,147.36","6,147.36","5,686.52","","-6.23%"
"01/29/2019","6,147.36","6,068.91","6,325.34","6,068.91","","1.29%"
"01/28/2019","6,068.91","5,974.23","6,105.83","5,929.86","","1.58%"
"01/25/2019","5,974.23","5,827.61","6,041.61","5,827.61","","2.52%"
"01/24/2019","5,827.61","5,734.68","5,893.66","5,734.68","","1.62%"
"01/23/2019","5,734.68","5,558.23","5,743.27","5,552.62","","3.17%"
"01/22/2019","5,558.23","5,700.74","5,784.61","5,558.23","","-2.50%"
"01/21/2019","5,700.74","5,836.15","5,853.76","5,691.24","","-2.32%"
"01/18/2019","5,836.15","5,956.11","5,957.76","5,752.71","","-2.01%"
"01/17/2019","5,956.11","6,189.57","6,333.50","5,874.44","","-3.77%"
"01/16/2019","6,189.57","5,972.39","6,354.19","5,972.39","","3.64%"
"01/15/2019","5,972.39","6,023.09","6,350.43","5,972.39","","-0.84%"
"01/14/2019","6,023.09","4,384.79","6,023.09","4,384.79","","37.36%"
"01/11/2019","4,384.79","3,331.68","4,384.79","3,331.68","","31.61%"
"01/10/2019","3,331.68","2,683.91","3,331.68","2,683.91","","24.14%"
"01/09/2019","2,683.91","2,623.78","2,691.77","2,623.78","","2.29%"
"01/08/2019","2,623.78","2,367.55","2,642.29","2,367.55","","10.82%"
"01/07/2019","2,367.55","1,922.37","2,431.16","1,922.37","","23.16%"
"01/04/2019","1,922.37","1,682.51","1,923.86","1,677.21","","14.26%"
"01/03/2019","1,682.51","1,621.11","1,694.59","1,621.11","","3.79%"
"01/02/2019","1,621.11","1,605.26","1,627.56","1,600.06","","0.99%"
"12/28/2018","1,605.26","1,426.49","1,605.26","1,426.00","","12.53%"
"12/27/2018","1,426.49","1,309.69","1,426.49","1,309.69","","8.92%"
"12/26/2018","1,309.69","1,260.17","1,310.31","1,203.40","","3.93%"
"12/21/2018","1,260.17","818.53","1,260.23","815.39","","53.96%"
"12/20/2018","818.53","822.30","829.22","816.26","","-0.46%"
"12/19/2018","822.30","805.48","824.69","798.32","","2.09%"
"12/18/2018","805.48","789.38","807.07","776.50","","2.04%"
"12/17/2018","789.38","747.53","796.05","747.53","","5.60%"
"12/14/2018","747.53","745.22","766.01","738.45","","0.31%"
"12/13/2018","745.22","754.60","782.53","740.74","","-1.24%"
"12/12/2018","754.60","767.46","776.86","748.70","","-1.68%"
"12/11/2018","767.46","776.70","780.93","756.16","","-1.19%"
"12/10/2018","776.70","776.14","792.41","772.81","","0.07%"
"12/07/2018","776.14","822.09","826.42","719.35","","-5.59%"
"12/06/2018","822.09","835.42","855.17","822.09","","-1.60%"
"12/05/2018","835.42","854.59","859.46","831.77","","-2.24%"
"12/04/2018","854.59","884.19","961.86","854.59","","-3.35%"
"12/03/2018","884.19","818.18","884.19","806.85","","8.07%"
"11/30/2018","818.18","739.62","821.24","739.62","","10.62%"
"11/29/2018","739.62","700.39","739.62","699.71","","5.60%"
"11/28/2018","700.39","639.89","700.39","639.89","","9.45%"
"11/27/2018","639.89","533.00","639.89","532.71","","20.05%"
"11/26/2018","533.00","516.85","541.94","516.85","","3.12%"
"11/23/2018","516.85","510.35","519.34","486.70","","1.27%"
"11/22/2018","510.35","512.37","512.37","491.92","","-0.39%"
"11/21/2018","512.37","516.41","527.82","509.51","","-0.78%"
"11/20/2018","516.41","551.97","551.97","515.97","","-6.44%"
"11/19/2018","551.97","569.13","575.14","551.80","","-3.02%"
"11/16/2018","569.13","571.24","575.24","566.53","","-0.37%"
"11/15/2018","571.24","580.38","582.38","567.51","","-1.57%"
"11/14/2018","580.38","577.10","585.95","577.10","","0.57%"
"11/13/2018","577.10","568.57","580.60","566.93","","1.50%"
"11/12/2018","568.57","568.17","572.05","564.12","","0.07%"
"11/09/2018","568.17","548.09","571.76","548.09","","3.66%"
"11/08/2018","548.09","539.32","548.34","534.80","","1.63%"
"11/07/2018","539.32","507.32","539.32","507.32","","6.31%"
"11/06/2018","507.32","504.84","510.46","503.76","","-99.90%"
"11/02/2018","504,835.44","470,491.50","504,835.44","470,491.50","","7.30%"
"11/01/2018","470,491.50","475,676.97","480,383.31","465,054.97","","-1.09%"
"10/31/2018","475,676.97","447,906.09","475,676.97","439,378.97","","6.20%"
"10/30/2018","447,906.09","445,374.19","447,906.09","435,812.63","","0.57%"
"10/29/2018","445,374.19","445,677.41","452,060.19","438,989.59","","-0.07%"
"10/26/2018","445,677.41","409,382.91","449,368.78","409,382.91","","8.87%"
"10/25/2018","409,382.91","376,572.16","409,408.78","375,966.09","","8.71%"
"10/24/2018","376,572.16","364,874.75","377,346.53","364,874.75","","3.21%"
"10/23/2018","364,874.75","361,336.28","368,838.56","359,086.94","","0.98%"
"10/22/2018","361,333.78","390,900.00","390,900.00","361,333.78","","-7.56%"
"10/19/2018","390,900.00","399,592.47","406,770.19","390,900.00","","-2.18%"
"10/18/2018","399,592.47","397,388.78","404,739.13","392,485.53","","0.55%"
"10/17/2018","397,388.78","405,249.13","415,333.88","397,039.56","","-1.94%"
"10/16/2018","405,249.13","406,861.97","412,638.69","404,303.34","","-0.40%"
"10/15/2018","406,861.97","367,050.22","406,861.97","367,050.22","","10.85%"
"10/11/2018","367,050.22","347,920.81","367,050.22","345,944.53","","5.50%"
"10/10/2018","347,920.81","352,061.69","361,496.13","347,009.84","","-1.18%"
"10/09/2018","352,061.69","350,873.63","358,648.19","349,910.78","","0.34%"
"10/08/2018","350,873.63","364,524.41","372,243.94","350,774.63","","-3.74%"
"10/05/2018","364,524.41","368,685.84","376,523.09","363,133.38","","-1.13%"
"10/04/2018","368,685.84","371,979.03","375,011.25","350,309.44","","-0.89%"
"10/03/2018","371,979.03","376,914.09","378,181.50","371,773.69","","-1.31%"
"10/02/2018","376,914.09","377,661.72","382,832.59","372,573.34","","-0.20%"
"10/01/2018","377,661.72","342,658.00","382,632.91","342,658.00","","10.22%"
"09/28/2018","342,658.00","320,899.56","342,658.00","320,899.56","","6.78%"
"09/27/2018","320,899.56","321,252.47","323,312.88","310,435.06","","-0.11%"
"09/26/2018","321,252.47","319,701.28","325,930.47","315,584.13","","0.49%"
"09/25/2018","319,701.28","304,000.34","319,701.28","304,000.34","","5.16%"
"09/24/2018","304,000.34","308,679.88","313,133.38","298,785.47","","-1.52%"
"09/21/2018","308,679.88","304,805.59","326,923.88","303,041.84","","1.27%"
"09/20/2018","304,805.59","317,486.75","320,096.88","304,805.59","","-3.99%"
"09/19/2018","317,486.75","336,554.91","336,587.31","317,486.75","","-5.67%"
"09/18/2018","336,554.91","351,702.56","357,541.38","336,554.91","","-4.31%"
"09/17/2018","351,702.56","367,026.28","374,603.63","351,702.56","","-4.18%"
"09/14/2018","367,026.28","354,704.53","373,759.44","354,704.53","","3.47%"
"09/13/2018","354,704.53","334,860.22","365,345.94","334,860.22","","5.93%"
"09/12/2018","334,860.22","337,529.97","340,919.16","334,254.09","","-0.79%"
"09/11/2018","337,529.97","339,429.13","340,638.19","336,153.69","","-0.56%"
"09/07/2018","339,429.13","299,910.09","339,429.13","299,910.09","","13.18%"
"09/06/2018","299,910.09","302,614.38","305,772.97","298,463.94","","-0.89%"
"09/05/2018","302,614.38","286,300.91","312,570.66","286,300.91","","5.70%"
"09/04/2018","286,300.91","312,657.41","312,719.38","266,376.63","","-8.43%"
"09/03/2018","312,657.41","331,655.69","334,792.81","310,138.63","","-5.73%"
"08/31/2018","331,655.69","325,456.34","331,655.69","319,552.25","","1.90%"
"08/30/2018","325,456.34","327,460.72","335,591.63","319,537.34","","-0.61%"
