date,value,reporter,partner
2016-01-01,26640370653,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-02-01,30042740038,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-03-01,34149767795,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-04-01,33069361091,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-05-01,32489142996,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-06-01,35683627186,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-07-01,33712466134.000004,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-08-01,35028379292,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-09-01,38334992553,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-10-01,36004920776,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-11-01,39662012961,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-12-01,45823027955,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-01-01,36843165706,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-02-01,38045316451,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-03-01,44921708914,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-04-01,39247253286,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-05-01,42472316464,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-06-01,43013363630,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-07-01,38038072807,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-08-01,43289572559,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-09-01,45095927580,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-10-01,45919457984,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-11-01,49228767785,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-12-01,53274145199,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-01-01,48079787323,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-02-01,46636200533,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-03-01,52698788776,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-04-01,52956615144,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-05-01,52491993336,Community of Independent States (CIS),"All Countries, excluding the IO"
