date,value,reporter,partner
2023-02-01,435870048,Zimbabwe,"All Countries, excluding the IO"
2023-03-01,515304265,Zimbabwe,"All Countries, excluding the IO"
2023-04-01,555548441,Zimbabwe,"All Countries, excluding the IO"
2023-05-01,654242898,Zimbabwe,"All Countries, excluding the IO"
2023-06-01,641480793,Zimbabwe,"All Countries, excluding the IO"
2023-07-01,603232366,Zimbabwe,"All Countries, excluding the IO"
2023-08-01,649787905,Zimbabwe,"All Countries, excluding the IO"
2023-09-01,678103249,Zimbabwe,"All Countries, excluding the IO"
2023-10-01,831905298,Zimbabwe,"All Countries, excluding the IO"
2023-11-01,681338156,Zimbabwe,"All Countries, excluding the IO"
2023-12-01,550635478,Zimbabwe,"All Countries, excluding the IO"
2024-01-01,539884452,Zimbabwe,"All Countries, excluding the IO"
2021-01-01,15748980408,Ireland,"All Countries, excluding the IO"
2021-02-01,14504061934,Ireland,"All Countries, excluding the IO"
2021-03-01,16979990682,Ireland,"All Countries, excluding the IO"
2021-04-01,14155420253,Ireland,"All Countries, excluding the IO"
2021-05-01,15852442520,Ireland,"All Countries, excluding the IO"
2021-06-01,17393133662,Ireland,"All Countries, excluding the IO"
2021-07-01,15130019752,Ireland,"All Countries, excluding the IO"
2021-08-01,15125621511,Ireland,"All Countries, excluding the IO"
2021-09-01,16940418116,Ireland,"All Countries, excluding the IO"
2021-10-01,17034199304.000002,Ireland,"All Countries, excluding the IO"
2021-11-01,17358162023,Ireland,"All Countries, excluding the IO"
2021-12-01,14396295051,Ireland,"All Countries, excluding the IO"
2022-01-01,17768749102,Ireland,"All Countries, excluding the IO"
2022-02-01,17538592839,Ireland,"All Countries, excluding the IO"
2022-03-01,21752373839,Ireland,"All Countries, excluding the IO"
2022-04-01,18041379937,Ireland,"All Countries, excluding the IO"
2022-05-01,18413002034,Ireland,"All Countries, excluding the IO"
2022-06-01,18108886769,Ireland,"All Countries, excluding the IO"
2022-07-01,14783526958,Ireland,"All Countries, excluding the IO"
2022-08-01,19227955717,Ireland,"All Countries, excluding the IO"
2022-09-01,18870350826,Ireland,"All Countries, excluding the IO"
2022-10-01,16913745692,Ireland,"All Countries, excluding the IO"
2022-11-01,17025025313.999998,Ireland,"All Countries, excluding the IO"
2022-12-01,15671607441,Ireland,"All Countries, excluding the IO"
2023-01-01,16376905806,Ireland,"All Countries, excluding the IO"
2023-02-01,17583725962,Ireland,"All Countries, excluding the IO"
2023-03-01,19753886391,Ireland,"All Countries, excluding the IO"
2023-04-01,16438689653.000002,Ireland,"All Countries, excluding the IO"
2023-05-01,17758730899,Ireland,"All Countries, excluding the IO"
2023-06-01,19572842323,Ireland,"All Countries, excluding the IO"
2023-07-01,16994753486.000002,Ireland,"All Countries, excluding the IO"
2023-08-01,17385566358,Ireland,"All Countries, excluding the IO"
2023-09-01,16792933384,Ireland,"All Countries, excluding the IO"
2023-10-01,18155665821,Ireland,"All Countries, excluding the IO"
2023-11-01,17600024355,Ireland,"All Countries, excluding the IO"
2023-12-01,14720963842,Ireland,"All Countries, excluding the IO"
2024-01-01,20336315924,Ireland,"All Countries, excluding the IO"
2021-01-01,782918532,Guyana,"All Countries, excluding the IO"
2021-02-01,1392375011,Guyana,"All Countries, excluding the IO"
2021-03-01,1379505094,Guyana,"All Countries, excluding the IO"
2021-04-01,773993453,Guyana,"All Countries, excluding the IO"
2021-05-01,1488129689,Guyana,"All Countries, excluding the IO"
2021-06-01,877817924,Guyana,"All Countries, excluding the IO"
2021-07-01,924923415,Guyana,"All Countries, excluding the IO"
2021-08-01,991061803,Guyana,"All Countries, excluding the IO"
2021-09-01,784816726,Guyana,"All Countries, excluding the IO"
2021-10-01,682718604,Guyana,"All Countries, excluding the IO"
2021-11-01,779499176,Guyana,"All Countries, excluding the IO"
2021-12-01,660002052,Guyana,"All Countries, excluding the IO"
2022-01-01,1022065741,Guyana,"All Countries, excluding the IO"
2022-02-01,885309086,Guyana,"All Countries, excluding the IO"
2022-03-01,1286930172,Guyana,"All Countries, excluding the IO"
2022-04-01,1623056164,Guyana,"All Countries, excluding the IO"
2022-05-01,2349754331,Guyana,"All Countries, excluding the IO"
2022-06-01,2538534448,Guyana,"All Countries, excluding the IO"
2022-07-01,2726487993,Guyana,"All Countries, excluding the IO"
2022-08-01,2589951621,Guyana,"All Countries, excluding the IO"
2022-09-01,2600296168,Guyana,"All Countries, excluding the IO"
2022-10-01,2422874752,Guyana,"All Countries, excluding the IO"
2022-11-01,2321646203,Guyana,"All Countries, excluding the IO"
2022-12-01,2277240661,Guyana,"All Countries, excluding the IO"
2023-01-01,2289106233,Guyana,"All Countries, excluding the IO"
2023-02-01,2190013657,Guyana,"All Countries, excluding the IO"
2023-03-01,2283358652,Guyana,"All Countries, excluding the IO"
2023-04-01,2270320670,Guyana,"All Countries, excluding the IO"
2023-05-01,2253292772,Guyana,"All Countries, excluding the IO"
2023-06-01,2271753553,Guyana,"All Countries, excluding the IO"
2023-07-01,2251278082,Guyana,"All Countries, excluding the IO"
2023-08-01,2330687249,Guyana,"All Countries, excluding the IO"
2023-09-01,1844433422,Guyana,"All Countries, excluding the IO"
2023-10-01,1839772505,Guyana,"All Countries, excluding the IO"
2023-11-01,1847298384,Guyana,"All Countries, excluding the IO"
2023-12-01,1859720445,Guyana,"All Countries, excluding the IO"
2024-01-01,1854208688,Guyana,"All Countries, excluding the IO"
2021-01-01,586709062,Mongolia,"All Countries, excluding the IO"
2021-02-01,651603417,Mongolia,"All Countries, excluding the IO"
2021-03-01,637149694,Mongolia,"All Countries, excluding the IO"
2021-04-01,483325187,Mongolia,"All Countries, excluding the IO"
2021-05-01,817091133,Mongolia,"All Countries, excluding the IO"
2021-06-01,764874428,Mongolia,"All Countries, excluding the IO"
2021-07-01,633953261,Mongolia,"All Countries, excluding the IO"
2021-08-01,899831158,Mongolia,"All Countries, excluding the IO"
2021-09-01,828024502,Mongolia,"All Countries, excluding the IO"
2021-10-01,1159690615,Mongolia,"All Countries, excluding the IO"
2021-11-01,1348978289,Mongolia,"All Countries, excluding the IO"
2021-12-01,430146657,Mongolia,"All Countries, excluding the IO"
2022-01-01,547818461,Mongolia,"All Countries, excluding the IO"
2022-02-01,647905719,Mongolia,"All Countries, excluding the IO"
2022-03-01,767909792,Mongolia,"All Countries, excluding the IO"
2022-04-01,882796512,Mongolia,"All Countries, excluding the IO"
2022-05-01,1286397733,Mongolia,"All Countries, excluding the IO"
2022-06-01,1223264771,Mongolia,"All Countries, excluding the IO"
2022-07-01,1152403174,Mongolia,"All Countries, excluding the IO"
2022-08-01,1283873122,Mongolia,"All Countries, excluding the IO"
2022-09-01,1154439312,Mongolia,"All Countries, excluding the IO"
2022-10-01,1078608325,Mongolia,"All Countries, excluding the IO"
2022-11-01,1122934941,Mongolia,"All Countries, excluding the IO"
2022-12-01,1377263521,Mongolia,"All Countries, excluding the IO"
2023-01-01,1517682010,Mongolia,"All Countries, excluding the IO"
2023-02-01,1354952929,Mongolia,"All Countries, excluding the IO"
2023-03-01,1416138977,Mongolia,"All Countries, excluding the IO"
2023-04-01,1394612903,Mongolia,"All Countries, excluding the IO"
2023-05-01,773344490,Mongolia,"All Countries, excluding the IO"
2023-06-01,1683287505,Mongolia,"All Countries, excluding the IO"
2023-07-01,998216538,Mongolia,"All Countries, excluding the IO"
2023-08-01,1284729549,Mongolia,"All Countries, excluding the IO"
2023-09-01,1612386997,Mongolia,"All Countries, excluding the IO"
2023-10-01,1326659221,Mongolia,"All Countries, excluding the IO"
2023-11-01,1537345856,Mongolia,"All Countries, excluding the IO"
2023-12-01,1369409885,Mongolia,"All Countries, excluding the IO"
2024-01-01,1486362507,Mongolia,"All Countries, excluding the IO"
2021-01-01,17162509,Barbados,"All Countries, excluding the IO"
2021-02-01,21289330,Barbados,"All Countries, excluding the IO"
2021-03-01,31158200,Barbados,"All Countries, excluding the IO"
2021-04-01,23129407,Barbados,"All Countries, excluding the IO"
2021-05-01,23514015,Barbados,"All Countries, excluding the IO"
2021-06-01,23492008,Barbados,"All Countries, excluding the IO"
2021-07-01,21190203,Barbados,"All Countries, excluding the IO"
2021-08-01,20481177,Barbados,"All Countries, excluding the IO"
2021-09-01,23052100,Barbados,"All Countries, excluding the IO"
2021-10-01,23524730,Barbados,"All Countries, excluding the IO"
2021-11-01,24088829,Barbados,"All Countries, excluding the IO"
2021-12-01,23445135,Barbados,"All Countries, excluding the IO"
2022-01-01,19848928,Barbados,"All Countries, excluding the IO"
2022-02-01,20562565,Barbados,"All Countries, excluding the IO"
2022-03-01,31652390,Barbados,"All Countries, excluding the IO"
2022-04-01,24865565,Barbados,"All Countries, excluding the IO"
2022-05-01,29095471,Barbados,"All Countries, excluding the IO"
2022-06-01,24319128,Barbados,"All Countries, excluding the IO"
2022-07-01,27877624,Barbados,"All Countries, excluding the IO"
2022-08-01,38748316,Barbados,"All Countries, excluding the IO"
2022-09-01,31055047,Barbados,"All Countries, excluding the IO"
2022-10-01,22785043,Barbados,"All Countries, excluding the IO"
2022-11-01,24453614,Barbados,"All Countries, excluding the IO"
2022-12-01,24803508,Barbados,"All Countries, excluding the IO"
2023-01-01,27401683,Barbados,"All Countries, excluding the IO"
2023-02-01,23655660,Barbados,"All Countries, excluding the IO"
2023-03-01,32275596,Barbados,"All Countries, excluding the IO"
2023-04-01,32715817,Barbados,"All Countries, excluding the IO"
2023-05-01,33187544.000000004,Barbados,"All Countries, excluding the IO"
2023-06-01,31468069,Barbados,"All Countries, excluding the IO"
2023-07-01,22920362,Barbados,"All Countries, excluding the IO"
2023-08-01,30841165,Barbados,"All Countries, excluding the IO"
2023-09-01,31641234,Barbados,"All Countries, excluding the IO"
2023-10-01,31353611,Barbados,"All Countries, excluding the IO"
2023-11-01,24755149,Barbados,"All Countries, excluding the IO"
2023-12-01,54482696,Barbados,"All Countries, excluding the IO"
2024-01-01,23986876,Barbados,"All Countries, excluding the IO"
2021-01-01,481729338033,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-02-01,511479193055,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-03-01,600979981720,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-04-01,548924618066.99994,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-05-01,545950602758,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-06-01,588211709179,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-07-01,555043191748,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-08-01,489970585581,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-09-01,577583860295,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-10-01,579491696098,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-11-01,602666510289,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-12-01,564090262543,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-01-01,551595761000,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-02-01,582417521418,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-03-01,658498040734,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-04-01,578971694615,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-05-01,621023889177,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-06-01,627992813339,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-07-01,567406177039,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-08-01,549533404127,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-09-01,616936550281,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-10-01,587746955077,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-11-01,636459433558,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2022-12-01,583955053580,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-01-01,594383620594,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-02-01,600243869650,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-03-01,679436698874,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-04-01,570712835331,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-05-01,622995280618,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-06-01,639275211863,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-07-01,585629845352,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-08-01,549976810327,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-09-01,592814891332,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-10-01,611727196420,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-11-01,637559213092,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2023-12-01,539439563476,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2024-01-01,582684863958,EU (Member States and Institutions of the European Union) changing composition,"All Countries, excluding the IO"
2021-01-01,27007127240,Russian Federation,"All Countries, excluding the IO"
2021-02-01,30232844861,Russian Federation,"All Countries, excluding the IO"
2021-03-01,36479728084,Russian Federation,"All Countries, excluding the IO"
2021-04-01,36829240129,Russian Federation,"All Countries, excluding the IO"
2021-05-01,35199383929,Russian Federation,"All Countries, excluding the IO"
2021-06-01,42998701983,Russian Federation,"All Countries, excluding the IO"
2021-07-01,43387246587,Russian Federation,"All Countries, excluding the IO"
2021-08-01,43048814669,Russian Federation,"All Countries, excluding the IO"
2021-09-01,45410549753,Russian Federation,"All Countries, excluding the IO"
2021-10-01,46227198309,Russian Federation,"All Countries, excluding the IO"
2021-11-01,48012458251,Russian Federation,"All Countries, excluding the IO"
2021-12-01,57214765113,Russian Federation,"All Countries, excluding the IO"
2022-01-01,46419148617,Russian Federation,"All Countries, excluding the IO"
2022-02-01,50811888161,Russian Federation,"All Countries, excluding the IO"
2022-03-01,55341953634,Russian Federation,"All Countries, excluding the IO"
2022-04-01,47686619175,Russian Federation,"All Countries, excluding the IO"
2022-05-01,48980522834,Russian Federation,"All Countries, excluding the IO"
2022-06-01,53205431400,Russian Federation,"All Countries, excluding the IO"
2022-07-01,45369487702,Russian Federation,"All Countries, excluding the IO"
2022-08-01,48298298384,Russian Federation,"All Countries, excluding the IO"
2022-09-01,46177889254,Russian Federation,"All Countries, excluding the IO"
2022-10-01,43537228220,Russian Federation,"All Countries, excluding the IO"
2022-11-01,44492743653,Russian Federation,"All Countries, excluding the IO"
2022-12-01,54134979550,Russian Federation,"All Countries, excluding the IO"
2023-01-01,33174187624,Russian Federation,"All Countries, excluding the IO"
2023-02-01,30258041615,Russian Federation,"All Countries, excluding the IO"
2023-03-01,40430342894,Russian Federation,"All Countries, excluding the IO"
2023-04-01,31176975663,Russian Federation,"All Countries, excluding the IO"
2023-05-01,36887533049,Russian Federation,"All Countries, excluding the IO"
2023-06-01,34044531752.000004,Russian Federation,"All Countries, excluding the IO"
2023-07-01,31203598367,Russian Federation,"All Countries, excluding the IO"
2023-08-01,36461039897,Russian Federation,"All Countries, excluding the IO"
2023-09-01,39862707206,Russian Federation,"All Countries, excluding the IO"
2023-10-01,33874758316,Russian Federation,"All Countries, excluding the IO"
2023-11-01,33162060122.000004,Russian Federation,"All Countries, excluding the IO"
2023-12-01,37928941900,Russian Federation,"All Countries, excluding the IO"
2024-01-01,35918961035,Russian Federation,"All Countries, excluding the IO"
2021-01-01,673877143093,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-02-01,622339123907,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-03-01,739375692582,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-04-01,746658112565,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-05-01,747534047365,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-06-01,796134019438,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-07-01,793240915428,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-08-01,804979008063,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-09-01,832619941980,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-10-01,840657514498,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-11-01,885786093547,Emerging and Developing Countries,"All Countries, excluding the IO"
2021-12-01,928542434946,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-01-01,857955519380,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-02-01,765116415850,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-03-01,929909186506,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-04-01,889033076144,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-05-01,925227283833,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-06-01,990056914651,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-07-01,936130512661,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-08-01,941472625504,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-09-01,933055015558,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-10-01,878896477823,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-11-01,883873453791,Emerging and Developing Countries,"All Countries, excluding the IO"
2022-12-01,895553927013,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-01-01,827758861365,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-02-01,737095254536,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-03-01,928693590916,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-04-01,823897668185,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-05-01,854021939146,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-06-01,831078271172,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-07-01,811802945854,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-08-01,851566936171,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-09-01,861169218088,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-10-01,845440672780,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-11-01,857326434750,Emerging and Developing Countries,"All Countries, excluding the IO"
2023-12-01,854618668357,Emerging and Developing Countries,"All Countries, excluding the IO"
