,@FREQ,@REF_AREA,@INDICATOR,@COUNTERPART_AREA,@UNIT_MULT,@TIME_FORMAT,Obs_0_@TIME_PERIOD,Obs_0_@OBS_VALUE,Obs_1_@TIME_PERIOD,Obs_1_@OBS_VALUE,Obs_2_@TIME_PERIOD,Obs_2_@OBS_VALUE,Obs_3_@TIME_PERIOD,Obs_3_@OBS_VALUE,Obs_4_@TIME_PERIOD,Obs_4_@OBS_VALUE,Obs_5_@TIME_PERIOD,Obs_5_@OBS_VALUE,Obs_6_@TIME_PERIOD,Obs_6_@OBS_VALUE,Obs_7_@TIME_PERIOD,Obs_7_@OBS_VALUE,Obs_8_@TIME_PERIOD,Obs_8_@OBS_VALUE,Obs_9_@TIME_PERIOD,Obs_9_@OBS_VALUE,Obs_10_@TIME_PERIOD,Obs_10_@OBS_VALUE,Obs_11_@TIME_PERIOD,Obs_11_@OBS_VALUE,Obs_12_@TIME_PERIOD,Obs_12_@OBS_VALUE,Obs_13_@TIME_PERIOD,Obs_13_@OBS_VALUE,Obs_14_@TIME_PERIOD,Obs_14_@OBS_VALUE,Obs_15_@TIME_PERIOD,Obs_15_@OBS_VALUE,Obs_16_@TIME_PERIOD,Obs_16_@OBS_VALUE,Obs_17_@TIME_PERIOD,Obs_17_@OBS_VALUE,Obs_18_@TIME_PERIOD,Obs_18_@OBS_VALUE,Obs_19_@TIME_PERIOD,Obs_19_@OBS_VALUE,Obs_20_@TIME_PERIOD,Obs_20_@OBS_VALUE,Obs_21_@TIME_PERIOD,Obs_21_@OBS_VALUE,Obs_22_@TIME_PERIOD,Obs_22_@OBS_VALUE,Obs_23_@TIME_PERIOD,Obs_23_@OBS_VALUE,Obs_24_@TIME_PERIOD,Obs_24_@OBS_VALUE,Obs_25_@TIME_PERIOD,Obs_25_@OBS_VALUE,Obs_26_@TIME_PERIOD,Obs_26_@OBS_VALUE,Obs_27_@TIME_PERIOD,Obs_27_@OBS_VALUE,Obs_28_@TIME_PERIOD,Obs_28_@OBS_VALUE,Obs_29_@TIME_PERIOD,Obs_29_@OBS_VALUE,Obs_30_@TIME_PERIOD,Obs_30_@OBS_VALUE,Obs_31_@TIME_PERIOD,Obs_31_@OBS_VALUE,Obs_32_@TIME_PERIOD,Obs_32_@OBS_VALUE,Obs_33_@TIME_PERIOD,Obs_33_@OBS_VALUE,Obs_34_@TIME_PERIOD,Obs_34_@OBS_VALUE,Obs_35_@TIME_PERIOD,Obs_35_@OBS_VALUE
26,M,NZ,TXG_FOB_USD,W00,6,P1M,2021-01,2170.32444,2021-02,2346.014711,2021-03,2897.250719,2021-04,2722.959461,2021-05,3057.653364,2021-06,4232.967955,2021-07,4016.798814,2021-08,3031.03139,2021-09,3100.744665,2021-10,3763.795909,2021-11,4117.408431,2021-12,4117.183523,2022-01,3238.546446,2022-02,3461.284949,2022-03,4577.136634,2022-04,4179.06018,2022-05,4358.408148,2022-06,3954.892892,2022-07,3929.659047,2022-08,3309.379179,2022-09,3518.019986,2022-10,3489.675027,2022-11,4037.991088,2022-12,4265.694893,2023-01,3400.452731,2023-02,3192.719133,2023-03,3881.698651,2023-04,4094.362867,2023-05,4323.114082,2023-06,3789.944551,2023-07,3345.973518,2023-08,2984.755806,2023-09,2886.529129,2023-10,3191.604221,2023-11,3587.675053,2023-12,3689.13981
27,M,CF,TXG_FOB_USD,W00,6,P1M,2021-01,2.527919,2021-02,3.311223,2021-03,4.042786,2021-04,5.806758,2021-05,4.831863,2021-06,3.645935,2021-07,5.187687,2021-08,4.837733,2021-09,6.331129,2021-10,6.32827,2021-11,4.998898,2021-12,8.233557,2022-01,5.169054,2022-02,14.783166,2022-03,13.712313,2022-04,7.825318,2022-05,12.306539,2022-06,7.75397,2022-07,3.963511,2022-08,12.625552,2022-09,13.793318,2022-10,4.671332,2022-11,11.365746,2022-12,10.114578,2023-01,9.827024,2023-02,12.772904,2023-03,11.05242,2023-04,8.774713,2023-05,11.367893,2023-06,10.884487,2023-07,9.936762,2023-08,11.060535,2023-09,13.935937,2023-10,11.537233,2023-11,9.021945,2023-12,9.719961
28,M,GN,TXG_FOB_USD,W00,6,P1M,2021-01,378.542175,2021-02,323.588945,2021-03,381.507979,2021-04,360.744098,2021-05,283.877189,2021-06,331.335092,2021-07,484.761645,2021-08,479.663712,2021-09,297.593326,2021-10,570.53972,2021-11,558.895252,2021-12,658.0787,2022-01,559.473249,2022-02,625.34004,2022-03,289.463835,2022-04,417.669645,2022-05,575.312844,2022-06,564.659736,2022-07,392.575148,2022-08,389.481456,2022-09,384.700068,2022-10,344.960137,2022-11,338.593305,2022-12,223.113312,2023-01,241.072595,2023-02,290.020499,2023-03,317.359213,2023-04,272.683099,2023-05,348.621507,2023-06,435.608989,2023-07,611.591986,2023-08,310.526262,2023-09,324.897415,2023-10,248.207982,2023-11,338.055888,2023-12,283.87882
29,M,NG,TXG_FOB_USD,W00,6,P1M,2021-01,3430.774853,2021-02,3794.08452,2021-03,4054.583501,2021-04,4516.311533,2021-05,4095.798432,2021-06,3930.369254,2021-07,5562.44395,2021-08,4193.619835,2021-09,5772.117401,2021-10,4587.66354,2021-11,5359.296582,2021-12,6309.165507,2022-01,4938.164531,2022-02,5029.735631,2022-03,6902.544489,2022-04,5502.265614,2022-05,6503.903392,2022-06,6235.345734,2022-07,4753.849492,2022-08,5379.560152,2022-09,4593.542357,2022-10,4816.590449,2022-11,3766.278553,2022-12,5707.049724,2023-01,4842.990272,2023-02,4159.499673,2023-03,5254.762891,2023-04,4378.661726,2023-05,3783.383714,2023-06,3610.360002,2023-07,3888.449243,2023-08,4377.73144,2023-09,4002.610101,2023-10,5743.265854,2023-11,4850.08219,2023-12,4370.603446
30,M,BM,TXG_FOB_USD,W00,6,P1M,2021-01,5.286891,2021-02,3.501625,2021-03,19.198403,2021-04,4.673131,2021-05,8.930057,2021-06,8.484047,2021-07,5.790588,2021-08,2.953601,2021-09,3.903783,2021-10,7.650661,2021-11,4.709753,2021-12,5.998701,2022-01,4.060251,2022-02,4.050902,2022-03,8.138262,2022-04,10.369497,2022-05,13.477806,2022-06,13.173058,2022-07,7.727768,2022-08,8.10147,2022-09,7.46811,2022-10,11.066708,2022-11,9.824284,2022-12,8.496115,2023-01,14.466185,2023-02,4.275799,2023-03,6.949585,2023-04,4.417508,2023-05,50.183219,2023-06,133.212613,2023-07,8.460952,2023-08,40.854988,2023-09,99.02993,2023-10,6.537103,2023-11,33.875982,2023-12,5.487786
31,M,KZ,TXG_FOB_USD,W00,6,P1M,2021-01,3428.074051,2021-02,3984.772172,2021-03,4621.229425,2021-04,5296.191658,2021-05,5063.046381,2021-06,5603.905757,2021-07,5046.882001,2021-08,5420.717258,2021-09,5861.242177,2021-10,5748.539967,2021-11,5405.163856,2021-12,5718.393911,2022-01,6126.401988,2022-02,6086.723425,2022-03,6974.220663,2022-04,7411.625886,2022-05,7689.57216,2022-06,8012.659032,2022-07,6672.125342,2022-08,7372.542192,2022-09,7447.329074,2022-10,7058.417644,2022-11,6918.564207,2022-12,7780.900557,2023-01,7980.358992,2023-02,6207.191682,2023-03,6891.251727,2023-04,7226.880907,2023-05,7856.906053,2023-06,6342.04189,2023-07,6816.123582,2023-08,5665.464896,2023-09,6194.862236,2023-10,6558.874611,2023-11,7049.296573,2023-12,6490.26384
32,M,VC,TXG_FOB_USD,W00,6,P1M,2021-01,8.122947,2021-02,9.227603,2021-03,1.634893,2021-04,1.202821,2021-05,1.103262,2021-06,3.783709,2021-07,10.280551,2021-08,1.569554,2021-09,0.978374,2021-10,1.490908,2021-11,11.227462,2021-12,7.744327,2022-01,1.337433,2022-02,2.200757,2022-03,40.439566,2022-04,4.143737,2022-05,8.238414,2022-06,1.389201,2022-07,4.670443,2022-08,2.160426,2022-09,3.714135,2022-10,1.795095,2022-11,2.772509,2022-12,2.474243,2023-01,1.916326,2023-02,1.049219,2023-03,1.307177,2023-04,0.91233,2023-05,7.056788,2023-06,12.124169,2023-07,8.752854,2023-08,1.301779,2023-09,0.794784,2023-10,1.012222,2023-11,5.35626,2023-12,0.226259
33,M,AF,TXG_FOB_USD,W00,6,P1M,2021-01,87.970412,2021-02,58.007875,2021-03,54.204941,2021-04,50.452419,2021-05,36.581973,2021-06,46.919483,2021-07,35.224257,2021-08,235.183315,2021-09,35.456101,2021-10,37.370559,2021-11,45.653319,2021-12,43.200809,2022-01,38.976067,2022-02,35.128497,2022-03,46.0089,2022-04,33.652461,2022-05,38.688219,2022-06,36.663265,2022-07,28.575557,2022-08,33.27501,2022-09,47.667018,2022-10,25.107881,2022-11,38.275536,2022-12,34.258206,2023-01,38.735033,2023-02,34.291413,2023-03,41.947222,2023-04,34.20619,2023-05,46.922454,2023-06,30.118856,2023-07,27.78075,2023-08,34.59142,2023-09,26.905791,2023-10,33.859265,2023-11,53.149737,2023-12,53.528402
34,M,DO,TXG_FOB_USD,W00,6,P1M,2021-01,1195.677871,2021-02,1473.534655,2021-03,1767.915019,2021-04,1563.318282,2021-05,1699.036796,2021-06,1578.470503,2021-07,1659.724633,2021-08,1641.364256,2021-09,1617.661484,2021-10,1645.223829,2021-11,1537.726637,2021-12,1523.596705,2022-01,1092.03307,2022-02,1195.811128,2022-03,1594.61136,2022-04,1320.516429,2022-05,1398.086925,2022-06,1345.240852,2022-07,1329.76836,2022-08,1468.3262,2022-09,1252.273534,2022-10,1241.635987,2022-11,1335.962459,2022-12,1155.514221,2023-01,1098.160237,2023-02,1236.609551,2023-03,1353.424463,2023-04,1262.104481,2023-05,1507.980311,2023-06,1428.035764,2023-07,1427.43928,2023-08,1337.704415,2023-09,1317.518986,2023-10,1414.796519,2023-11,1377.951626,2023-12,1287.02374
35,M,ST,TXG_FOB_USD,W00,6,P1M,2021-01,2.238705,2021-02,1.111654,2021-03,2.059506,2021-04,1.190518,2021-05,1.912166,2021-06,1.221129,2021-07,1.63289,2021-08,1.736674,2021-09,1.200125,2021-10,2.235036,2021-11,3.157019,2021-12,1.14058,2022-01,3.147547,2022-02,0.739277,2022-03,0.876993,2022-04,0.412486,2022-05,1.7791,2022-06,1.951878,2022-07,2.996754,2022-08,1.994024,2022-09,1.120222,2022-10,1.117573,2022-11,1.677604,2022-12,0.701387,2023-01,3.530583,2023-02,0.786231,2023-03,0.368574,2023-04,2.238433,2023-05,1.178752,2023-06,0.609397,2023-07,2.636852,2023-08,0.682204,2023-09,1.269675,2023-10,1.367366,2023-11,31.829368,2023-12,47.97721
36,M,TD,TXG_FOB_USD,W00,6,P1M,2021-01,198.202469,2021-02,159.287666,2021-03,174.450658,2021-04,135.985956,2021-05,203.625349,2021-06,129.765255,2021-07,208.164183,2021-08,284.797222,2021-09,171.675587,2021-10,305.700853,2021-11,187.934963,2021-12,276.55989,2022-01,221.488494,2022-02,164.274297,2022-03,271.099433,2022-04,189.913417,2022-05,423.064563,2022-06,348.718692,2022-07,547.650233,2022-08,518.596652,2022-09,460.334903,2022-10,271.736936,2022-11,453.60668,2022-12,221.875961,2023-01,127.45613,2023-02,176.480004,2023-03,418.517156,2023-04,197.950842,2023-05,298.866171,2023-06,398.748298,2023-07,359.749046,2023-08,462.569321,2023-09,183.654993,2023-10,452.017613,2023-11,367.841049,2023-12,403.238026
37,M,SK,TXG_FOB_USD,W00,6,P1M,2021-01,7871.751303,2021-02,8633.685306,2021-03,9987.892891,2021-04,8658.008257,2021-05,8373.158008,2021-06,9258.777509,2021-07,7932.857944,2021-08,7413.180131,2021-09,8273.358848,2021-10,9175.801716,2021-11,9738.784871,2021-12,8565.390859,2022-01,8699.891731,2022-02,9286.862151,2022-03,9930.51579,2022-04,8499.76782,2022-05,9714.523646,2022-06,9404.186457,2022-07,7882.533162,2022-08,8442.03516,2022-09,9054.721314,2022-10,9445.625786,2022-11,9913.908392,2022-12,8096.292216,2023-01,9135.829763,2023-02,9793.81873,2023-03,11221.22268,2023-04,9274.354972,2023-05,10503.176258,2023-06,10570.836652,2023-07,8873.424253,2023-08,9251.019281,2023-09,9719.8591,2023-10,10596.309567,2023-11,10230.325241,2023-12,8119.656369
38,M,PG,TXG_FOB_USD,W00,6,P1M,2021-01,734.892288,2021-02,943.873458,2021-03,757.886088,2021-04,663.884,2021-05,853.444822,2021-06,787.718342,2021-07,752.408401,2021-08,687.557923,2021-09,784.944042,2021-10,861.269553,2021-11,834.52737,2021-12,1060.373679,2022-01,953.729601,2022-02,1005.001988,2022-03,998.843746,2022-04,872.473571,2022-05,858.507978,2022-06,1004.737392,2022-07,1045.154536,2022-08,991.349471,2022-09,1430.284388,2022-10,1421.474204,2022-11,1129.368232,2022-12,1096.826377,2023-01,1306.114295,2023-02,989.802435,2023-03,1030.266574,2023-04,827.740618,2023-05,831.185475,2023-06,945.883884,2023-07,802.677852,2023-08,773.6835,2023-09,942.863894,2023-10,791.128617,2023-11,788.46951,2023-12,1013.284999
39,M,CU,TXG_FOB_USD,W00,6,P1M,2021-01,176.941693,2021-02,122.099633,2021-03,231.607472,2021-04,137.966426,2021-05,225.628454,2021-06,251.201059,2021-07,168.103108,2021-08,205.346583,2021-09,162.937366,2021-10,235.770607,2021-11,193.581616,2021-12,169.906673,2022-01,237.924876,2022-02,151.180012,2022-03,204.371569,2022-04,249.032769,2022-05,236.307215,2022-06,256.981874,2022-07,165.095841,2022-08,212.861506,2022-09,220.704826,2022-10,195.532306,2022-11,184.553756,2022-12,171.240269,2023-01,219.21014,2023-02,202.476667,2023-03,140.629769,2023-04,203.758726,2023-05,212.489819,2023-06,187.664251,2023-07,169.052789,2023-08,168.549801,2023-09,159.360069,2023-10,149.540394,2023-11,153.658545,2023-12,161.531231
40,M,BS,TXG_FOB_USD,W00,6,P1M,2021-01,20.98794,2021-02,9.236594,2021-03,17.597333,2021-04,27.127754,2021-05,8.780921,2021-06,29.078244,2021-07,265.825672,2021-08,18.892344,2021-09,22.009086,2021-10,42.466703,2021-11,22.027803,2021-12,47.492761,2022-01,33.899312,2022-02,20.038672,2022-03,51.80108,2022-04,66.316522,2022-05,338.789915,2022-06,94.602037,2022-07,27.83529,2022-08,115.716475,2022-09,61.646143,2022-10,276.933579,2022-11,78.81741,2022-12,159.01378,2023-01,119.041259,2023-02,41.585791,2023-03,50.461246,2023-04,152.243454,2023-05,70.040458,2023-06,81.201306,2023-07,30.693947,2023-08,29.909609,2023-09,41.28075,2023-10,35.747363,2023-11,413.789939,2023-12,541.967122
41,M,TH,TXG_FOB_USD,W00,6,P1M,2021-01,19513.572952,2021-02,20012.348631,2021-03,23247.617247,2021-04,20897.956135,2021-05,22805.613448,2021-06,23442.845559,2021-07,21685.689848,2021-08,21569.53996,2021-09,22998.503394,2021-10,22370.336418,2021-11,23627.106575,2021-12,24120.681053,2022-01,21255.056655,2022-02,23568.451816,2022-03,27718.003134,2022-04,23092.919565,2022-05,24807.725482,2022-06,25881.064633,2022-07,22776.269493,2022-08,24012.456609,2022-09,23994.695642,2022-10,21152.439436,2022-11,23265.961715,2022-12,22337.713928,2023-01,21398.453335,2023-02,21631.482976,2023-03,27650.905726,2023-04,21555.327379,2023-05,24330.878137,2023-06,24853.971361,2023-07,22042.639416,2023-08,23511.277692,2023-09,24764.046738,2023-10,23002.106063,2023-11,23860.870367,2023-12,22725.383615
42,M,GM,TXG_FOB_USD,W00,6,P1M,2021-01,0.979953,2021-02,1.476268,2021-03,2.479148,2021-04,1.863339,2021-05,2.803741,2021-06,2.552178,2021-07,2.701226,2021-08,2.111567,2021-09,2.806823,2021-10,3.677965,2021-11,2.981477,2021-12,2.190176,2022-01,4.821238,2022-02,2.665387,2022-03,3.879397,2022-04,2.761907,2022-05,4.244291,2022-06,5.162663,2022-07,4.045119,2022-08,3.878978,2022-09,4.373145,2022-10,3.411713,2022-11,3.361721,2022-12,3.805209,2023-01,3.04322,2023-02,3.37697,2023-03,4.377132,2023-04,3.274076,2023-05,3.359539,2023-06,4.225825,2023-07,3.28835,2023-08,5.236392,2023-09,2.772753,2023-10,17.273304,2023-11,1.974902,2023-12,3.798737
43,M,AE,TXG_FOB_USD,W00,6,P1M,2021-01,17956.003079,2021-02,16727.409834,2021-03,19750.994521,2021-04,20275.79025,2021-05,20607.709723,2021-06,21996.936634,2021-07,21247.832609,2021-08,23464.425582,2021-09,24229.322527,2021-10,23739.21252,2021-11,26050.392301,2021-12,28912.469885,2022-01,24072.14337,2022-02,23865.579921,2022-03,32356.321148,2022-04,31420.018812,2022-05,31685.253613,2022-06,34116.830552,2022-07,33559.273245,2022-08,34831.549962,2022-09,32377.403978,2022-10,30259.432655,2022-11,32823.874665,2022-12,31376.770569,2023-01,30234.256132,2023-02,28470.886544,2023-03,31176.392728,2023-04,27358.179619,2023-05,29515.397574,2023-06,26706.521508,2023-07,24946.916293,2023-08,29420.367978,2023-09,30169.596786,2023-10,31364.991083,2023-11,30782.555953,2023-12,32530.697406
44,M,QA,TXG_FOB_USD,W00,6,P1M,2021-01,5848.829932,2021-02,5660.786496,2021-03,6057.356581,2021-04,5753.018975,2021-05,6773.020707,2021-06,6939.484304,2021-07,7525.335278,2021-08,7490.507884,2021-09,7661.343793,2021-10,8262.887415,2021-11,9415.350862,2021-12,9777.737327,2022-01,9760.554361,2022-02,8714.389688,2022-03,10022.006123,2022-04,11932.261767,2022-05,11810.702952,2022-06,10840.894298,2022-07,12184.054786,2022-08,12855.440795,2022-09,11639.974422,2022-10,10439.994237,2022-11,10202.353954,2022-12,10518.224433,2023-01,9333.568852,2023-02,8518.564303,2023-03,8469.820141,2023-04,8427.973587,2023-05,7636.745386,2023-06,7366.971381,2023-07,7985.482386,2023-08,8627.3214,2023-09,8039.582752,2023-10,7987.058934,2023-11,7401.557601,2023-12,8011.822763
45,M,PA,TXG_FOB_USD,W00,6,P1M,2021-01,249.926571,2021-02,413.536345,2021-03,362.873441,2021-04,364.476961,2021-05,252.779986,2021-06,391.12585,2021-07,234.793475,2021-08,433.993816,2021-09,375.737861,2021-10,374.989432,2021-11,278.972506,2021-12,207.861716,2022-01,209.220311,2022-02,276.406434,2022-03,429.551229,2022-04,284.723895,2022-05,460.693955,2022-06,399.749167,2022-07,219.068169,2022-08,365.656934,2022-09,345.510088,2022-10,276.249658,2022-11,239.737324,2022-12,279.77864,2023-01,258.432584,2023-02,145.06352,2023-03,379.958097,2023-04,322.945139,2023-05,309.291463,2023-06,343.442332,2023-07,438.048585,2023-08,350.860321,2023-09,377.949835,2023-10,318.887649,2023-11,50.179496,2023-12,70.73545
46,M,AL,TXG_FOB_USD,W00,6,P1M,2021-01,237.330311,2021-02,247.686351,2021-03,317.020558,2021-04,286.905026,2021-05,328.459707,2021-06,348.452198,2021-07,320.746844,2021-08,232.369597,2021-09,331.089089,2021-10,339.540051,2021-11,372.554361,2021-12,318.94666,2022-01,326.183468,2022-02,348.448921,2022-03,427.63045,2022-04,376.477491,2022-05,394.347202,2022-06,406.792864,2022-07,342.273648,2022-08,304.73707,2022-09,326.492234,2022-10,320.400813,2022-11,365.700584,2022-12,370.657711,2023-01,389.978248,2023-02,355.007367,2023-03,393.869629,2023-04,331.593461,2023-05,388.019081,2023-06,384.740331,2023-07,405.620307,2023-08,283.621815,2023-09,335.824431,2023-10,401.022179,2023-11,376.876298,2023-12,371.330505
47,M,ID,TXG_FOB_USD,W00,6,P1M,2021-01,15293.664946,2021-02,15256.164432,2021-03,18354.446775,2021-04,18490.72542,2021-05,16932.92419,2021-06,18542.417973,2021-07,19385.790011,2021-08,21427.076802,2021-09,20605.585846,2021-10,22029.687845,2021-11,22844.428584,2021-12,22359.545325,2022-01,26618.888231,2022-02,22135.998934,2022-03,28961.999231,2022-04,30002.731947,2022-05,23713.909424,2022-06,28927.248688,2022-07,28356.290396,2022-08,30973.474513,2022-09,27585.87496,2022-10,27557.545023,2022-11,26861.633268,2022-12,25760.665051,2023-01,26463.13452,2023-02,23610.002857,2023-03,25174.97472,2023-04,21013.096192,2023-05,21669.443508,2023-06,21371.98046,2023-07,20886.430078,2023-08,22488.514067,2023-09,21659.219047,2023-10,21274.268618,2023-11,21117.376105,2023-12,20638.83315
48,M,CM,TXG_FOB_USD,W00,6,P1M,2021-01,321.842087,2021-02,363.38783,2021-03,339.012035,2021-04,337.311449,2021-05,297.566747,2021-06,351.484658,2021-07,369.730431,2021-08,311.597571,2021-09,433.537716,2021-10,414.604972,2021-11,350.337058,2021-12,519.758495,2022-01,680.483283,2022-02,325.79816,2022-03,611.714311,2022-04,655.692477,2022-05,396.044649,2022-06,563.267896,2022-07,476.202892,2022-08,514.044252,2022-09,573.547747,2022-10,487.230253,2022-11,431.694525,2022-12,584.789523,2023-01,501.711206,2023-02,296.747428,2023-03,292.858155,2023-04,484.251251,2023-05,469.975252,2023-06,247.159093,2023-07,359.103132,2023-08,317.454815,2023-09,466.069295,2023-10,578.730252,2023-11,224.153459,2023-12,290.0873
49,M,CI,TXG_FOB_USD,W00,6,P1M,2021-01,2202.393925,2021-02,2219.0995,2021-03,2763.29997,2021-04,2129.133229,2021-05,2454.378257,2021-06,2154.133297,2021-07,2812.10143,2021-08,2260.203296,2021-09,2547.661604,2021-10,2223.44689,2021-11,2766.322491,2021-12,2736.33658,2022-01,2851.969255,2022-02,2587.347572,2022-03,3112.267922,2022-04,2833.140209,2022-05,3309.987177,2022-06,2997.305593,2022-07,2279.42502,2022-08,3175.874712,2022-09,2845.480085,2022-10,2644.096969,2022-11,2584.166138,2022-12,3513.722442,2023-01,3233.429042,2023-02,3307.110122,2023-03,3446.456626,2023-04,2856.058889,2023-05,3002.164606,2023-06,3193.534964,2023-07,3139.245617,2023-08,3539.606048,2023-09,2688.389367,2023-10,3245.350767,2023-11,4029.064686,2023-12,4237.022242
50,M,BF,TXG_FOB_USD,W00,6,P1M,2021-01,494.693595,2021-02,389.767063,2021-03,491.458063,2021-04,412.499509,2021-05,367.504645,2021-06,515.480452,2021-07,375.188916,2021-08,352.964952,2021-09,377.195714,2021-10,374.265663,2021-11,380.517895,2021-12,508.870172,2022-01,369.449883,2022-02,477.216264,2022-03,494.502316,2022-04,412.173182,2022-05,482.892829,2022-06,361.988958,2022-07,263.456883,2022-08,279.997509,2022-09,241.864303,2022-10,283.202311,2022-11,344.722211,2022-12,531.2646,2023-01,308.152444,2023-02,337.742032,2023-03,488.540131,2023-04,368.946952,2023-05,395.723051,2023-06,374.828711,2023-07,322.306254,2023-08,376.015493,2023-09,315.196243,2023-10,322.692016,2023-11,293.20839,2023-12,217.046285
51,M,KH,TXG_FOB_USD,W00,6,P1M,2021-01,1566.669364,2021-02,1426.882733,2021-03,1587.755376,2021-04,1216.682584,2021-05,1276.362151,2021-06,1544.396084,2021-07,2039.834709,2021-08,1851.674211,2021-09,1758.087669,2021-10,1592.450277,2021-11,1610.663389,2021-12,2000.077623,2022-01,1831.348073,2022-02,1783.591943,2022-03,2121.062299,2022-04,1908.368668,2022-05,1825.771388,2022-06,1990.023367,2022-07,2422.060053,2022-08,1883.323649,2022-09,1616.440708,2022-10,1489.223559,2022-11,1710.175688,2022-12,2025.196401,2023-01,1567.867235,2023-02,1717.45582,2023-03,2106.689522,2023-04,1842.1103,2023-05,1949.350319,2023-06,2281.006803,2023-07,2060.606428,2023-08,2166.977971,2023-09,1881.007777,2023-10,1645.992373,2023-11,1902.888094,2023-12,2150.312279
52,M,BG,TXG_FOB_USD,W00,6,P1M,2021-01,2959.488566,2021-02,3125.565526,2021-03,3539.238692,2021-04,3611.165925,2021-05,3191.867121,2021-06,3520.521921,2021-07,3529.768413,2021-08,3360.39426,2021-09,3620.929575,2021-10,3620.845775,2021-11,3619.30217,2021-12,3454.538112,2022-01,3612.31068,2022-02,3870.135941,2022-03,4526.787506,2022-04,4198.35342,2022-05,4500.316274,2022-06,4675.769661,2022-07,4259.302083,2022-08,4043.383269,2022-09,3951.294929,2022-10,4166.977924,2022-11,4463.546592,2022-12,3646.894057,2023-01,4051.513488,2023-02,3869.728028,2023-03,4344.833352,2023-04,3774.955786,2023-05,4053.099098,2023-06,4017.945585,2023-07,4084.215243,2023-08,3807.29845,2023-09,4037.322179,2023-10,4022.483791,2023-11,3880.024618,2023-12,3614.12967
53,M,LT,TXG_FOB_USD,W00,6,P1M,2021-01,2768.54477,2021-02,2951.680962,2021-03,3278.401291,2021-04,3206.603541,2021-05,3322.418741,2021-06,3407.081476,2021-07,3234.234457,2021-08,3501.381623,2021-09,3670.791053,2021-10,3730.511467,2021-11,3874.874466,2021-12,3755.175076,2022-01,3565.863794,2022-02,3398.357395,2022-03,4127.481358,2022-04,3768.020535,2022-05,3687.429584,2022-06,3503.947732,2022-07,3776.149706,2022-08,4302.654263,2022-09,4311.126448,2022-10,4133.349741,2022-11,4081.109162,2022-12,3825.296642,2023-01,3585.410389,2023-02,3445.820313,2023-03,3923.862639,2023-04,3623.454723,2023-05,3688.57522,2023-06,3487.724161,2023-07,3167.903501,2023-08,3647.048785,2023-09,3658.487414,2023-10,3660.139269,2023-11,3576.976006,2023-12,3153.473726
54,M,HT,TXG_FOB_USD,W00,6,P1M,2021-01,59.128087,2021-02,92.389414,2021-03,104.82261,2021-04,111.266711,2021-05,106.493052,2021-06,109.941684,2021-07,110.647413,2021-08,122.531369,2021-09,115.213443,2021-10,135.273011,2021-11,92.645702,2021-12,112.162735,2022-01,76.751566,2022-02,91.069823,2022-03,108.188753,2022-04,142.614828,2022-05,112.02236,2022-06,116.814471,2022-07,114.489552,2022-08,129.026209,2022-09,94.48517,2022-10,49.220754,2022-11,52.222638,2022-12,114.926362,2023-01,57.105511,2023-02,89.656567,2023-03,92.251358,2023-04,91.044813,2023-05,93.354598,2023-06,69.744545,2023-07,72.835886,2023-08,98.406224,2023-09,71.453287,2023-10,71.509889,2023-11,82.216625,2023-12,63.00612
55,M,W00,TXG_FOB_USD,W00,6,P1M,2021-01,1593313.991399,2021-02,1548951.533395,2021-03,1855928.436048,2021-04,1781814.895092,2021-05,1777956.627408,2021-06,1894841.39939,2021-07,1853662.739119,2021-08,1800697.630376,2021-09,1915876.185866,2021-10,1963782.76484,2021-11,2041919.451091,2021-12,2058283.606696,2022-01,1924965.102509,2022-02,1850733.960285,2022-03,2190187.567441,2022-04,2027862.335732,2022-05,2117885.361706,2022-06,2199818.448877,2022-07,2085391.811774,2022-08,2075271.733165,2022-09,2120242.038573,2022-10,2020003.623109,2022-11,2056358.351408,2022-12,2028434.210369,2023-01,1913814.695306,2023-02,1823856.114576,2023-03,2165220.013235,2023-04,1892687.230673,2023-05,1980574.539981,2023-06,1985038.763146,2023-07,1900269.81389,2023-08,1911157.638242,2023-09,1971816.195969,2023-10,1994012.005486,2023-11,2014521.292048,2023-12,1923357.689891
56,M,CY,TXG_FOB_USD,W00,6,P1M,2021-01,174.905971,2021-02,211.522649,2021-03,258.583239,2021-04,288.758651,2021-05,271.577085,2021-06,375.512274,2021-07,412.789143,2021-08,329.7609,2021-09,237.388695,2021-10,533.63256,2021-11,415.277013,2021-12,390.440909,2022-01,250.012316,2022-02,334.574053,2022-03,352.890394,2022-04,299.541399,2022-05,455.08664,2022-06,303.181129,2022-07,430.207771,2022-08,267.667595,2022-09,279.467751,2022-10,403.879658,2022-11,347.511345,2022-12,622.989652,2023-01,332.896687,2023-02,272.79759,2023-03,395.60033,2023-04,346.771602,2023-05,445.420035,2023-06,342.798416,2023-07,413.656364,2023-08,449.19136,2023-09,468.999317,2023-10,284.118315,2023-11,395.737287,2023-12,305.083511
